WT_1_1 WT_2_2 WT_3_3 WT_4_4 WT_5_5 WT_6_6 WT_7_7 WT_8_8 WT_9_9 WT_10_10 WT_11_11 WT_12_12 WT_13_13 WT_14_14 WT_15_15 WT_16_16 WT_17_17 WT_18_18 WT_19_19 WT_20_20 WT_21_21 WT_22_22 WT_23_23 WT_24_49 WT_25_51 WT_26_55 WT_27_58 WT_28_60 WT_29_63 WT_30_65 WT_31_67 WT_32_69 WT_33_71 WT_34_288 SS_1_50 SS_2_52 SS_3_53 SS_4_54 SS_5_56 SS_6_57 SS_7_59 SS_8_61 SS_9_62 SS_10_64 SS_11_66 SS_12_68 SS_13_70 SS_14_72 SS_15_289 SS_16_290 SS_17_291 SS_18_292 SS_19_293 SS_20_294 TS_2_26_t5 TS_2_26_t5 TS_2_26_t5 TS_2_26_t5 TS_2_27_t10 TS_2_27_t10 TS_2_27_t10 TS_2_27_t10 TS_2_28_t16 TS_2_28_t16 TS_2_28_t16 TS_2_29_t24 TS_2_29_t24 TS_2_30_t36 TS_3_32_t5 TS_3_33_t6 TS_3_34_t8 TS_4_37_t8 TS_4_37_t8 TS_4_37_t8 TS_4_38_t14 TS_4_38_t14 TS_4_39_t30 TS_7_45_t8 TS_7_45_t8 TS_7_45_t8 TS_7_46_t14 TS_7_46_t14 TS_7_47_t30 TS_18_110_t5 TS_18_110_t5 TS_18_111_t6 TS_18_111_t6 TS_18_112_t7 TS_18_113_t8 TS_18_114_t9 TS_18_115_t10 TS_18_116_t11 TS_19_119_t5 TS_19_119_t5 TS_19_120_t6 TS_19_120_t6 TS_19_121_t7 TS_19_122_t8 TS_19_123_t9 TS_19_124_t10 TS_19_125_t11 TS_33_169_t14 TS_33_169_t14 TS_33_170_t30 TS_34_172_t14 TS_34_172_t14 TS_34_173_t30 TS_35_175_t0 TS_35_176_t2 TS_36_178_t0 TS_36_179_t2 TS_37_181_t2 TS_38_183_t2 TS_44_196_t0 TS_44_196_t0 TS_44_196_t0 TS_45_200_t0 TS_45_200_t0 TS_45_200_t0 TS_45_201_t2 TS_45_201_t2 TS_45_202_t4 TS_45_202_t4 TS_45_203_t6 TS_45_203_t6 TS_53_230_t0 TS_53_231_t2 TS_54_233_t2 TS_55_235_t0 TS_55_236_t2 TS_56_238_t2 TS_58_242_t0 TS_59_245_t0 TS_67_276_t0 TS_68_280_t0 TS_69_284_t0
G196 7.95709165 8.01826666666667 8.09411665 8.11689165 8.08645 8.2321 7.88125 8.08209165 8.03615 8.33854165 7.66265 7.7371 8.11351335 7.685 8.14624 7.830125 7.99687776666667 8.02471665 8.30905 7.901655 7.463625 7.481 8.05645 7.8300333 8.3151667 7.86868333333333 8.01126666 7.5702 7.94954002 8.18545 7.5939 7.49315 8.3044 8.16093333333333 8.0989667 8.3832 7.96311665 7.80733335 8.19726666666667 8.16498 8.09216 7.5005 8.13764 8.13704666 8.0472 8.0222 7.8261667 7.9998 7.3584 8.03105 7.76931666666667 8.05446666666667 7.788 8.12886666666667 7.75078335 7.75078335 7.75078335 7.75078335 8.1343 8.1343 8.1343 8.1343 8.15865415 8.15865415 8.15865415 7.70908335 7.70908335 7.80815 8.0131 8.013475 8.11691665 7.3156 7.3156 7.3156 8.0945 8.0945 7.7412 7.7951 7.7951 7.7951 8.0239 8.0239 8.0479 7.6351 7.6351 7.9633 7.9633 7.8739 8.0901 7.6775 7.3238 7.0232 8.1031 8.1031 8.3516 8.3516 8.1374 8.4134 7.6209 7.8337 8.0217 7.8897 7.8897 6.963 7.5312 7.5312 7.2931 8.05266666666667 8.43093333333333 7.9776 8.03806666666667 7.93805556666667 7.84733333333333 7.7511 7.7511 7.7511 8.3463 8.3463 8.3463 8.1467 8.1467 7.9745 7.9745 8.1632 8.1632 7.9163 7.7957 7.64063333333333 8.06498 7.78056666666667 8.03986666666667 7.73905 8.2371 8.1495 8.00105 7.779
G197 8.61236665 8.81203333333333 8.41338335 9.121325 7.88425 7.9804 7.92051666666667 7.59615 8.43435 8.00459165 8.181875 8.0585 7.94156665 7.8639 7.22654 8.357975 8.13443333333333 7.22048335 7.7014 8.46148 7.6111 6.94047776666667 7.54836665 7.8063333 8.2038667 7.78621666666667 7.2141 7.2703 8.01254002 7.84085 8.402 7.12565 8.4373 6.92643333333333 8.3041333 8.7037333 8.1745 7.16191665 8.7155111 8.3018 7.45512 7.1785 7.22064 7.97119334 8.26115 7.3768 8.6637 8.4325 7.64013333333333 8.0218 8.32146666666667 7.43546666666667 8.29106666666667 8.0947 8.41598335 8.41598335 8.41598335 8.41598335 7.578575 7.578575 7.578575 7.578575 7.811875 7.811875 7.811875 8.20916665 8.20916665 7.576825 7.92058335 7.783325 7.35458335 8.52925 8.52925 8.52925 8.7204 8.7204 8.7340333 8.64965 8.64965 8.64965 7.516 7.516 8.261 7.3263 7.3263 7.9935 7.9935 7.8545 7.9904 8.2149 8.172 7.6286 8.0474 8.0474 7.9768 7.9768 6.7221 6.9203 6.9035 6.7288 6.9028 7.041 7.041 7.122 7.4031 7.4031 7.2119 7.75206666666667 7.49236666666667 7.15143333333333 7.03423336666667 7.24635556666667 7.94066666666667 9.2906333 9.2906333 9.2906333 8.9616 8.9616 8.9616 7.7459 7.7459 7.3734 7.3734 10.837 10.837 9.38076666666667 6.91653333333333 8.11823333333333 7.49718 7.26333333333333 7.1551 6.997 6.83575 7.67595 6.88945 7.07215
G198 7.65409165 7.8435 7.27033335 7.42953335 7.52485 7.7826 7.84965 7.35454165 7.76271666666667 7.03970835 8.177425 8.499 8.00176335 8.3978 7.70182 8.0397 7.9720111 7.64103335 7.7308 7.65753 7.82305 7.83713333333333 7.66526665 7.7688333 7.6928 7.77908333333333 7.79823 7.7176 7.91166666 7.6835 7.9411 7.7102 7.6343333 7.64053333333333 7.8742 7.8609333 7.80683335 7.93556665 7.93607776666667 7.90834 7.77808 7.5746 7.8664 7.71903 7.794 7.632 7.9834333 7.7377333 7.9141 7.68258333333333 7.72331666666667 7.42386666666667 7.50833333333333 7.84783333333333 7.72575 7.72575 7.72575 7.72575 7.816525 7.816525 7.816525 7.816525 7.68510835 7.68510835 7.68510835 7.5593 7.5593 7.798275 7.72163335 7.73495 7.69955 8.0219 8.0219 8.0219 7.84335 7.84335 8.1302 7.86205 7.86205 7.86205 8.3489 8.3489 7.9538 7.6266 7.6266 7.851 7.851 7.9922 7.7358 7.7046 7.73 7.4903 7.6185 7.6185 8.0229 8.0229 7.5182 7.358 7.5357 7.6874 7.7925 7.5728 7.5728 7.5633 7.8009 7.8009 7.885 7.7922 7.66016666666667 7.68394443333333 7.5429333 7.9070889 8.8015 7.9807 7.9807 7.9807 7.9004 7.9004 7.9004 7.8055 7.8055 7.6429 7.6429 7.4881 7.4881 7.53043333333333 7.72233333333333 7.9783 7.7742 8.6684 7.7319 7.91975 8.27405 7.29285 7.5139 7.5311
G199 10.48833335 9.35635 9.8672 10.4608 9.6737 9.5181 8.80201666666667 9.5341 9.27073333333333 9.99234165 8.979675 9.2734 9.33695335 9.0771 9.00464 9.67765 8.99 8.83396665 8.7152 9.26825 8.451775 8.79297776666667 8.62203335 9.9122667 9.7483667 8.55433333333333 8.77620666 8.5491 8.96194666 9.60365 7.8385 9.738 9.787 9.1536 9.8880667 9.7874 9.9008 8.93306665 9.40823333333333 9.0826 8.97574 8.7451 8.99552 9.08503166 9.80505 9.121 9.9610667 9.7256333 9.20376666666667 9.1619 9.21675 8.74173333333333 9.9181 10.8413333333333 9.22171665 9.22171665 9.22171665 9.22171665 8.528525 8.528525 8.528525 8.528525 9.19889165 9.19889165 9.19889165 8.68091665 8.68091665 8.600375 8.73216665 8.269225 8.85238335 9.4102 9.4102 9.4102 9.4619 9.4619 9.6634667 8.5701 8.5701 8.5701 8.7395 8.7395 8.1644 8.6717 8.6717 8.741 8.741 8.5762 8.5718 7.9041 8.3822 8.2774 8.76 8.76 8.7157 8.7157 8.9834 9.0221 8.91 9.1815 9.1178 9.155 9.155 9.7392 9.6444 9.6444 9.4387 8.70356666666667 8.71823333333333 9.0438111 8.95417776666667 9.55356666666667 9.14366666666667 8.1609 8.1609 8.1609 9.137 9.137 9.137 9.5098 9.5098 9.5241 9.5241 9.4791 9.4791 8.66823333333333 9.1291 8.7091 8.99584 9.84586666666667 9.46163333333333 9.32275 8.9348 8.6794 8.8774 8.94715
G200 8.98526665 9.05025 8.902 9.64775835 8.864525 9.277 8.56715 8.87019165 8.80355 9.162125 8.5564 8.8301 8.99948665 9.0497 8.5327 8.999575 8.49473333333333 8.61505 8.7917 8.60265 7.84105 8.1567889 8.79988335 8.8793333 8.5856333 7.83076666666667 8.4244 8.8425 8.84096002 9.06925 7.6651 8.9398 8.7529333 8.89283333333333 8.8159 8.8318333 8.80158335 9.00151665 8.8791222 8.69712 8.7727 8.9998 8.7653 8.930955 9.01825 8.5577 8.9620333 8.8036 8.7253 8.81153333333333 9.05313333333333 8.89516666666667 9.268 9.83413333333333 8.75083335 8.75083335 8.75083335 8.75083335 8.2338 8.2338 8.2338 8.2338 8.11846665 8.11846665 8.11846665 8.08995 8.08995 8.5601 8.65571665 8.59205 8.6768833 8.95875 8.95875 8.95875 8.8153 8.8153 8.9355 7.9742 7.9742 7.9742 8.4191 8.4191 7.6479 8.7685 8.7685 8.9739 8.9739 8.615 9.4215 8.7438 9.1149 9.8182 8.9384 8.9384 9.0735 9.0735 9.1095 8.9979 9.1354 8.9541 9.0423 8.9323 8.9323 8.863 8.9482 8.9482 8.9338 8.8682 8.7954 8.72945556666667 8.77445553333333 9.13584443333333 8.59176666666667 8.0615 8.0615 8.0615 9.0242 9.0242 9.0242 9.1464 9.1464 8.6826 8.6826 8.4691 8.4691 9.11476666666667 8.9915 8.56383333333333 8.82604 10.1771333333333 8.89313333333333 8.5638 8.4538 8.4868 8.61825 8.72845
G201 9.79823335 10.12715 9.88125 10.44808335 10.46725 12.708 9.59713333333333 10.32291665 9.83541666666667 10.15480835 10.43645 9.7973 10.0257 9.5059 9.17354 9.741325 9.48315556666667 10.968 10.08635 9.47248 9.481875 9.18025556666667 10.975 10.1593333 9.8702667 9.60163333333333 9.36016 9.5888 10.20414668 9.72655 9.759 10.7255 9.9514333 10.6873333333333 10.0403667 10.1203333 10.06135 10.15238335 9.59454446666667 9.87638 9.56278 9.437 10.03186 9.86495166 10.4465 9.7988 10.0864 9.9629667 10.461 10.54 10.4171666666667 11.008 9.986 11.413 10.53676665 10.53676665 10.53676665 10.53676665 9.84885 9.84885 9.84885 9.84885 9.565975 9.565975 9.565975 10.34195 10.34195 9.7946 10.14535 10.278225 9.65518335 9.42225 9.42225 9.42225 9.5427 9.5427 9.6946 9.3332 9.3332 9.3332 10.018 10.018 8.9711 9.5226 9.5226 10.129 10.129 9.9803 9.7893 13.165 9.8149 13.093 10.226 10.226 9.4968 9.4968 11.389 11.171 11.138 11.36 11.238 10.722 10.722 11.289 10.879 10.879 10.403 10.2676333333333 10.0117333333333 10.4136222333333 10.9524333333333 10.6368889 10.188 9.2807667 9.2807667 9.2807667 10.265 10.265 10.265 10.092 10.092 10.432 10.432 10.209 10.209 9.36726666666667 11.471 10.0331 10.9788 9.87 10.1698666666667 11.0275 10.4455 9.95265 10.108 10.4285
G202 9.658925 9.92383333333333 9.6212 9.99691665 9.830775 10.095 9.04926666666667 9.17239165 10.1506666666667 9.8361 9.97055 10.714 10.16399335 11.336 10.4178 10.728 9.8066111 9.71953335 9.5033 10.14769 9.3391 10.4180889 9.65318335 9.7106667 9.8010667 9.70066666666667 10.57078666 11.134 10.54728 9.6921 8.8549 9.9425 9.8021333 10.4816666666667 9.6485667 9.8407 9.68861665 10.26063335 9.64217776666667 9.58688 10.9688 11.052 10.8566 9.95546 9.69255 10.278 10.1523333 9.606 10.0426666666667 10.2249166666667 10.1132666666667 10.1782 10.1305333333333 9.83493333333333 9.70625 9.70625 9.70625 9.70625 9.539 9.539 9.539 9.539 9.7673 9.7673 9.7673 10.08231665 10.08231665 10.51475 9.53363335 10.405825 10.8913333 9.3002 9.3002 9.3002 9.4121 9.4121 10.405 9.68265 9.68265 9.68265 11.122 11.122 9.1001 9.3842 9.3842 8.8473 8.8473 8.4522 9.9804 10.208 9.8339 10.295 8.9794 8.9794 9.2693 9.2693 10.741 10.584 10.927 10.666 10.559 10.772 10.772 9.7778 10.449 10.449 9.8798 10.8353333333333 10.9583333333333 10.6176666666667 10.4730333333333 10.4616666666667 9.45196666666667 8.6959333 8.6959333 8.6959333 10.282 10.282 10.282 10.394 10.394 10.822 10.822 10.551 10.551 9.91023333333333 10.3713333333333 10.55 10.6766 10.353 10.7436666666667 10.203 10.9825 10.14115 10.8385 10.7165
G203 9.23525835 9.62486666666667 8.94645 9.34709165 8.2506 11.612 8.86251666666667 10.323675 9.62915 9.77668335 10.0835 9.0211 8.39985 8.6146 8.7927 8.41905 9.2575 7.82163335 10.49075 9.06027 10.06175 7.91532223333333 10.97825 9.2679333 9.7097333 10.3066666666667 8.38510666 8.4522 8.92937334 8.93865 10.356 8.30755 8.9598 8.41646666666667 9.0682667 9.2032333 9.3571833 8.63081665 10.5198333333333 10.10896 8.5198 8.4235 8.43594 9.221575 7.29715 7.4776 8.4113 9.3760333 8.02836666666667 8.23191666666667 8.43193333333333 10.9146666666667 9.32116666666667 8.12213333333333 9.93081665 9.93081665 9.93081665 9.93081665 9.5323 9.5323 9.5323 9.5323 7.93315 7.93315 7.93315 9.29061665 9.29061665 8.84065 9.4567 9.198875 9.61576665 9.35115 9.35115 9.35115 10.0675 10.0675 8.8579333 6.99855 6.99855 6.99855 9.2842 9.2842 9.9074 9.3249 9.3249 9.7904 9.7904 10.951 10.517 10.28 10.671 10.818 9.6928 9.6928 10.443 10.443 8.644 8.1568 8.4076 8.2882 8.4924 8.1252 8.1252 8.4788 8.2142 8.2142 8.0851 9.12796666666667 8.66243333333333 8.30415556666667 8.92657776666667 8.5317111 7.66153333333333 7.9671333 7.9671333 7.9671333 9.3562 9.3562 9.3562 8.9599 8.9599 9.0575 9.0575 9.2304 9.2304 11.4903333333333 8.58626666666667 8.32833333333333 8.43848 8.12466666666667 8.31436666666667 8.6854 9.04995 11.5285 8.839 8.60335
G204 9.66388335 9.35633333333333 10.73966665 10.04329165 9.2331 10.605 8.92645 9.799925 9.20776666666667 10.94328335 9.004225 9.1945 9.04509 9.2832 8.96988 9.3149 8.8539889 9.1599 9.4258 9.04183 8.86535 9.30076666666667 9.72951665 9.2947333 9.1365667 8.55548333333333 9.08622334 9.1967 9.32881332 8.84595 8.6372 9.28395 9.0121 9.6181 8.9855333 9.0975333 9.18236665 9.12885 8.9408222 9.32812 9.2204 9.1524 9.23352 9.12044666 8.84945 8.9773 8.9027 9.1653667 9.14363333333333 9.31096666666667 9.38871666666667 9.68633333333333 10.0732666666667 9.79573333333333 9.17858335 9.17858335 9.17858335 9.17858335 8.743975 8.743975 8.743975 8.743975 8.67482915 8.67482915 8.67482915 9.21401665 9.21401665 9.1245 9.40446665 9.0476 9.17131665 8.7481 8.7481 8.7481 9.0541 9.0541 8.799 8.17295 8.17295 8.17295 9.4937 9.4937 8.1773 9.1875 9.1875 9.4051 9.4051 9.0415 9.0607 10.052 8.8675 10.307 9.3165 9.3165 8.8884 8.8884 10.135 10.349 10.257 10.289 9.9154 9.4434 9.4434 9.4129 9.3253 9.3253 9.1355 9.24766666666667 9.2478 9.5050111 9.7984222 9.6346 9.4123 8.5249667 8.5249667 8.5249667 9.5281 9.5281 9.5281 9.6546 9.6546 10.225 10.225 9.8603 9.8603 9.298 10.1576333333333 9.1106 9.92546 10.4106666666667 9.5586 9.45605 9.3746 9.13085 9.46645 9.54125
G205 8.55248335 8.49995 8.72591665 8.52130835 8.5959 9.8664 8.4708 8.73719165 8.4716 8.51640835 8.55585 8.3225 8.70097335 8.3095 8.46856 8.6714 8.38957776666667 8.2458 8.7379 8.36552 8.363675 7.92402223333333 9.05881665 8.6328667 8.6735333 7.89296666666667 8.02474334 8.0228 8.03870666 8.86535 8.0491 8.54955 8.7493333 8.47506666666667 8.6007667 8.7317333 8.58221665 8.0469 8.65554443333333 8.523 8.18204 7.5192 8.38394 8.706565 8.69275 8.2331 8.9262333 8.6581333 8.35003333333333 8.47585 8.3554 8.96516666666667 8.70356666666667 9.04663333333333 8.49065 8.49065 8.49065 8.49065 8.2067 8.2067 8.2067 8.2067 8.51112085 8.51112085 8.51112085 8.90438335 8.90438335 8.2036 8.68351665 8.141325 8.17355 8.519 8.519 8.519 8.4307 8.4307 9.0449333 8.62975 8.62975 8.62975 8.3577 8.3577 7.9071 8.4375 8.4375 8.8211 8.8211 8.632 7.9628 8.4109 7.757 8.8076 8.9868 8.9868 8.2528 8.2528 8.4915 8.3188 8.3436 8.3757 8.3911 8.2394 8.2394 8.9087 8.4349 8.4349 8.9363 8.326 8.55056666666667 8.5999111 8.34681113333333 8.512 9.4422 7.9361 7.9361 7.9361 8.1745 8.1745 8.1745 8.501 8.501 8.6822 8.6822 9.0038 9.0038 8.43783333333333 8.33856666666667 8.00686666666667 8.55638 9.25503333333333 8.80623333333333 8.9187 8.8604 8.77195 8.20345 8.66155
G206 7.34443335 7.71468333333333 7.1816 6.86138335 7.411675 7.7382 7.71171666666667 7.76401665 7.72105 7.16043335 7.803775 7.4735 7.73291335 7.4959 7.6626 7.430875 7.84987776666667 8.04613335 7.6507 7.63214 8.1769 7.8139889 7.53225 7.321 7.1781333 7.79335 7.78025334 7.5519 7.72818 7.44155 7.8493 7.40965 7.2422667 7.52126666666667 7.259 7.3445333 7.35555 7.88233335 7.7073778 7.7567 7.47494 7.4034 7.5471 7.62210166 7.3279 7.6563 7.3385667 7.2446333 7.71403333333333 7.58698333333333 7.74395 7.47246666666667 7.50656666666667 7.27686666666667 7.4602 7.4602 7.4602 7.4602 7.965475 7.965475 7.965475 7.965475 7.86775 7.86775 7.86775 7.45301665 7.45301665 7.803775 7.80516665 8.2674 7.47521665 7.7327 7.7327 7.7327 7.6366 7.6366 7.6804667 8.79045 8.79045 8.79045 7.3305 7.3305 8.2776 7.576 7.576 7.7507 7.7507 7.8498 8.3691 8.2729 8.2695 7.7735 7.7768 7.7768 7.925 7.925 7.4519 7.6002 7.7046 7.6725 7.6864 7.735 7.735 7.5389 7.5048 7.5048 7.5648 7.6083 7.45993333333333 7.4758 7.38615556666667 7.34956666666667 8.0537 8.0976333 8.0976333 8.0976333 7.356 7.356 7.356 7.4148 7.4148 7.1171 7.1171 7.5504 7.5504 7.66593333333333 7.6137 7.9865 7.84768 7.4342 7.47203333333333 7.3199 7.264 7.2124 7.408 7.3741
G207 8.72335 8.75381666666667 8.8665 9.53640835 8.952125 8.2783 8.62518333333333 7.87509165 8.83163333333333 8.814625 8.39435 9.1099 8.85717 9.2221 8.84458 9.81515 8.9942889 8.48051665 8.38505 9.235745 8.54925 9.06686666666667 7.90438335 8.8248667 8.8595667 9.41525 8.94230666 8.9721 9.13559332 8.96655 8.677 8.9229 8.5993333 8.75986666666667 8.8794667 8.9205333 8.8773167 8.5862 8.59775553333333 8.8495 8.80174 8.8517 8.79882 8.65110834 8.68295 8.7304 8.9978667 8.8666 8.96673333333333 8.9861 8.99463333333333 8.47906666666667 8.43856666666667 8.9723 8.82938335 8.82938335 8.82938335 8.82938335 8.509575 8.509575 8.509575 8.509575 8.8149625 8.8149625 8.8149625 8.85748335 8.85748335 9.2384 8.03831665 8.763725 10.1292667 8.29905 8.29905 8.29905 8.30955 8.30955 8.5875667 8.51075 8.51075 8.51075 8.7873 8.7873 8.9278 9.5433 9.5433 8.4015 8.4015 8.3065 8.8804 8.6825 9.1631 8.846 7.9536 7.9536 8.9606 8.9606 9.1695 9.4882 9.1194 9.1844 9.2622 9.5532 9.5532 9.3187 9.0331 9.0331 9.0665 8.7058 8.86226666666667 9.07553333333333 8.58805553333334 9.35122223333333 10.4973666666667 8.5701333 8.5701333 8.5701333 9.2034 9.2034 9.2034 8.5548 8.5548 8.8658 8.8658 8.7841 8.7841 8.8541 9.17353333333333 8.72933333333333 9.08998 9.55736666666667 9.30283333333333 9.1938 8.9093 8.69145 8.72675 9.12985
G208 8.507225 8.65015 8.90286665 9.70483335 9.09135 9.9244 8.10271666666667 8.9324 8.59293333333333 9.811925 7.7662 8.524 8.90027665 8.6617 9.1678 9.6855 8.62944443333333 9.05166665 8.84655 9.329355 7.846825 8.94972223333333 9.53473335 9.0852667 9.1061 9.19155 8.99846334 9.2572 8.83814 8.8513 7.4454 8.46585 8.8930333 9.23236666666667 8.9204667 9.1006 8.9411167 8.62696665 8.7561222 8.82952 9.07624 9.1892 8.81964 9.29394166 8.86565 9.1763 8.7576333 8.9326333 8.5461 8.99593333333333 8.74275 9.8928 9.73096666666667 10.4238666666667 9.16118335 9.16118335 9.16118335 9.16118335 8.368175 8.368175 8.368175 8.368175 8.7064875 8.7064875 8.7064875 9.31003335 9.31003335 9.558 8.88753335 8.484175 9.50998335 8.8008 8.8008 8.8008 8.9031 8.9031 8.6625333 7.74405 7.74405 7.74405 9.2445 9.2445 7.5222 9.0507 9.0507 8.5991 8.5991 8.5305 8.1913 8.6235 8.1749 9.5348 8.878 8.878 8.3933 8.3933 9.6693 9.4604 9.5328 9.3823 9.4165 8.7047 8.7047 9.4559 9.3718 9.3718 9.213 9.17843333333333 9.41246666666667 9.3616 9.45341113333333 9.9706 9.37606666666667 7.7037333 7.7037333 7.7037333 8.6428 8.6428 8.6428 8.8526 8.8526 8.8374 8.8374 8.9269 8.9269 9.26766666666667 9.35793333333333 8.3626 9.2908 10.043 9.98866666666667 9.12375 9.57795 9.7409 9.4019 9.4139
G209 9.135075 8.7723 8.2895 9.372525 9.549925 7.4254 8.10178333333333 8.001425 9.50966666666667 9.22335 8.275875 9.1425 8.99766335 8.5713 8.85176 10.759025 8.84472223333333 8.30223335 7.90655 7.84223 8.391225 7.94475556666667 7.67216665 8.6223333 8.4811333 7.79701666666667 8.32397 8.4088 8.14847334 8.59285 7.9258 9.4644 9.7368333 9.10576666666667 8.5414667 8.7483333 8.6622833 8.28203335 8.36186666666667 8.2311 8.58894 7.4311 8.90482 7.920965 8.4321 9.0664 9.6803667 8.7085333 8.93833333333333 8.996 8.15071666666667 7.5727 7.6452 7.21236666666667 8.38361665 8.38361665 8.38361665 8.38361665 8.592575 8.592575 8.592575 8.592575 8.7907125 8.7907125 8.7907125 8.08883335 8.08883335 7.746075 7.94961665 7.761625 7.73221665 8.18765 8.18765 8.18765 7.7207 7.7207 8.9281333 9.0817 9.0817 9.0817 12.005 12.005 8.0721 7.6547 7.6547 8.2993 8.2993 7.82 7.4896 7.6554 7.6031 7.3747 7.8079 7.8079 7.916 7.916 8.0302 8.5255 8.0904 8.7032 8.1824 8.3735 8.3735 8.6626 9.3956 9.3956 8.8786 8.4139 8.74516666666667 8.90692223333333 8.4286 8.4342889 8.8979 7.5841333 7.5841333 7.5841333 8.6122 8.6122 8.6122 11.4 11.4 10.989 10.989 10.459 10.459 7.45993333333333 8.11466666666667 8.96673333333333 8.45864 7.96026666666667 9.077 8.67335 9.7176 9.3814 8.8855 9.12305
G210 9.21143335 9.24976666666667 10.01931665 9.89455835 9.509375 8.1757 9.10775 9.890625 9.2475 9.71616665 8.968375 9.3204 8.79455335 9.8303 9.26074 9.50645 9.2715111 9.35018335 9.72295 9.78675 8.9266 9.7497111 10.08535 9.8313333 9.5788333 10.2021333333333 9.46428 9.9389 9.69662668 9.6276 9.0164 9.4839 9.2736333 9.59483333333333 9.5157333 9.6292667 9.64255 8.81523335 8.70754443333333 9.16568 9.8027 10.018 9.53192 8.96745334 9.37875 10.082 9.3262667 9.4954667 9.02916666666667 9.34456666666667 9.1513 8.49673333333333 8.70016666666667 9.1403 9.92985 9.92985 9.92985 9.92985 9.6078 9.6078 9.6078 9.6078 9.54183335 9.54183335 9.54183335 9.93363335 9.93363335 10.362375 9.38961665 9.410925 10.29781665 8.46695 8.46695 8.46695 8.58355 8.58355 8.7146333 8.03745 8.03745 8.03745 9.6297 9.6297 8.7971 10.217 10.217 9.5839 9.5839 9.5025 9.6385 10.737 9.7156 11.032 9.6723 9.6723 8.983 8.983 9.7922 9.6426 9.7961 9.5155 9.6119 8.8239 8.8239 9.5104 9.6316 9.6316 9.2036 9.88753333333333 9.60436666666667 9.30256666666667 9.78317776666667 9.5107 9.1734 8.3116333 8.3116333 8.3116333 9.0148 9.0148 9.0148 9.0011 9.0011 9.1864 9.1864 9.4852 9.4852 9.22593333333333 9.73663333333333 9.31733333333333 9.26798 9.72536666666667 9.73896666666667 9.20035 9.5685 11.018 9.72505 9.6845
G211 8.33738335 8.64576666666667 8.00316665 7.973925 8.354925 8.5871 8.35111666666667 8.67471665 8.67611666666667 8.10296665 8.52955 9.0933 8.61465 8.979 8.50962 8.588125 8.56132223333333 8.66161665 8.7989 8.82812 8.223775 8.73794443333333 8.80601665 8.7348333 8.6119 8.44651666666667 8.7962 9.1916 8.97948 8.62965 8.2772 8.4547 8.6170333 8.74003333333333 8.6536333 8.7655333 8.7155333 8.78563335 8.34055556666667 8.52342 9.01136 9.0437 9.0372 8.698085 8.4277 8.7439 8.6991667 8.6552 8.78426666666667 8.70948333333333 8.78501666666667 8.8318 8.6903 8.2564 8.60355 8.60355 8.60355 8.60355 8.232625 8.232625 8.232625 8.232625 8.572475 8.572475 8.572475 8.469 8.469 8.585475 8.78231665 8.4803 9.0613167 8.45625 8.45625 8.45625 8.4914 8.4914 8.6081 8.337 8.337 8.337 9.0117 9.0117 7.7754 8.9647 8.9647 8.6922 8.6922 8.3085 8.5175 8.4606 8.6273 8.8017 8.7613 8.7613 8.8155 8.8155 8.4094 8.5418 8.8549 8.565 8.5897 8.6582 8.6582 8.5701 8.6867 8.6867 8.6661 9.0328 8.92973333333333 8.8125111 8.66252223333333 8.4344 7.99606666666667 8.7469 8.7469 8.7469 8.9899 8.9899 8.9899 8.6575 8.6575 8.9374 8.9374 8.8034 8.8034 8.50476666666667 8.5661 8.8286 8.85646 8.7582 8.40396666666667 8.71665 8.8415 8.6908 8.95365 8.5629
G212 8.464325 8.0664 8.28236665 8.13800835 7.944775 8.0825 7.99761666666667 8.346025 7.91691666666667 8.18249165 7.85735 7.7121 8.2936 8.338 7.58454 7.75495 8.07107776666667 8.34463335 7.6788 8.20366 7.812725 7.99355556666667 7.98856665 8.1321333 8.2300667 8.00046666666667 7.99056 7.4967 7.85671332 8.1303 7.6297 8.17355 8.1640667 8.39543333333333 8.2326333 8.0857667 8.23755 8.45336665 8.1449889 7.62598 7.81548 7.5199 7.85018 8.17379834 8.10405 7.9609 8.2806333 8.2199 8.33556666666667 8.29613333333333 8.36443333333333 8.57026666666667 8.61446666666667 9.71933333333333 8.38881665 8.38881665 8.38881665 8.38881665 7.803375 7.803375 7.803375 7.803375 8.2334 8.2334 8.2334 7.91153335 7.91153335 7.5735 7.8129 7.828625 7.68521665 8.1617 8.1617 8.1617 8.0969 8.0969 7.9136333 7.86295 7.86295 7.86295 7.4358 7.4358 7.3981 7.4841 7.4841 7.4567 7.4567 7.4488 7.5736 7.7407 7.6207 8.1406 7.7858 7.7858 7.5127 7.5127 9.4945 9.5295 9.4699 9.4782 9.5736 8.6547 8.6547 9.1179 7.8937 7.8937 9.0154 7.61116666666667 7.718 8.3379889 8.06035553333333 8.83954443333333 8.64056666666667 7.9264 7.9264 7.9264 7.6397 7.6397 7.6397 7.7991 7.7991 8.1175 8.1175 7.9569 7.9569 7.70313333333333 9.2313 7.75746666666667 8.1464 9.29343333333333 8.44403333333333 8.91125 8.2859 8.01105 8.4099 8.4569
