G1 G2 G3 G4 G5 G6 G7 G8 G9 G10 G11 G12 G18 G19 G21 G22 G23 G24 G30 G35 G38 G42 G43 G47 G50 G54 G55 G56 G57 G58 G60 G65 G67 G68 G69 G71 G72 G73 G75 G77 G78 G81 G82 G83 G85 G88 G89 G91 G93 G95 G98 G99 G100 G102 G105 G106 G108 G109 G110 G112 G113 G115 G117 G118 G119 G120 G122 G124 G126 G127 G128 G137 G139 G141 G143 G144 G145 G146 G149 G150 G151 G160 G161 G163 G165 G166 G167 G168 G169 G171 G173 G174 G175 G177 G178 G182 G183 G186 G187 G188 G189 G191 G192 G196 G197 G198 G201 G203 G204 G206 G207 G208 G209 G210 G215 G216 G218 G219 G220 G222 G223 G226 G231 G234 G235 G236 G243 G246 G247 G248 G250 G252 G253 G254 G257 G258 G259 G260 G262 G263 G267 G268 G269 G270 G271 G273 G276 G277 G278 G279 G280 G281 G282 G283 G284 G288 G289 G298 G299 G302 G303 G304 G305 G306 G308 G309 G312 G314 G315 G316 G319 G322 G325 G327 G329 G331 G332 G333
G1848 0 0.525139536999093 0.510649895296626 0 0.896435234669621 0.183270684627594 0.374566536833297 0 0.277499517006695 0 0.310814168452836 0 0 0.851576814520797 0 0.579344470718376 2.49144109290188 0.427130037838608 0.298462012935378 0.513355114776842 0 0 0 0 0.198955185007739 0 0.530782624607767 1.15808012635047 0 1.26799542766102 0 0 0.871363818583036 0.287636348429358 1.14393802187187 0.961169422610667 0.666951807986079 0 0.402225718456612 0 0.513087465457953 0 0.272106203128905 0.442020121071141 1.13079068412255 0 1.08175095259515 0 0 0 0 0 0.685239180705315 0 0 0.51584387120417 0 0 0 0.135217381154475 0.823908129302758 0.241386568291955 0 0 0 0.00826877067785693 0 2.06350469459689 0 0 0 0 0 0.754181409961591 0 0 0.00030436629287907 0 0 0.447839622704193 0 0 0 0 0 0 0 1.57212833345954 0 0 0 0 0 0 0 0.366096053040976 0 0 0 0 0 0 0.0555429178294322 0 1.27604392823567 0 0 0 0 0 0 0 0.301182345276747 0 0.0872997691066227 0 0.0784082928561385 0.247873821315997 0 0 0 1.72532410462692 0 0 0.386596709352848 0 0.643303652616959 1.45222124380374 0 0 1.35396562154925 0 0 0 0.176455128912197 0 0 0.381238224708977 0.132370649303625 0 0 0 0 0.276434403703419 0 1.30927386148274 0.243474322894715 0 1.39178611969051 0 0 0 0 0.655739072362967 0 0 0.660174161860491 1.37363464889565 0 0.794893523681529 0 0.146070718769673 0.351870515194412 0 0.637374425597976 0 0.423021056637699 0 0 0 0 0 0.370518005966578 0 0 1.83358347064534 0 0
G1864 0 0 1.98820883268482 1.12918514703267 0 0 0.777997262090406 0 0 0 0 0 0 1.11735140182262 0 0.144828907823924 1.37734613848216 0.958234698501262 0 0 1.04597704494841 0 0 0.201174177777543 0 0 1.17424673772208 0 0.40767188122981 0.792689951338596 0 0 0 0 1.25400302182176 0.805908234632498 0 1.21856440559914 1.12046648634199 0.399189655820675 0.00463338291466772 0 0 0.805785455404055 0.818536789708008 0 0 0.37551330270116 0.406965514222237 0.116444345395643 0 0 0 0 0 1.25672659501862 0 0 0 0 0.226166597986593 0 0 0 0 0 0.837776135542568 1.44558805269903 0 0 0 0 0 0.903921194103961 0.598905066534554 0 0.714273866893886 0 0.170790352828229 0 0 0 0.373267208536516 0 0 0 0 0 1.13583030196126 0.220054590450444 0 0 0 1.79674223487718 0 0.0884100691412673 1.40546902704332 0.757223906441305 0.35088417713279 0 0 0 1.81002185271302 0 1.5564717348735 0 0 0 0 0.0231686196746802 0 0 0.658185280947497 0.472409791784252 0 0 0.484628356487609 0 0.251403967446197 0.263556526806131 2.73023403284719 1.55182964310681 0 0 1.86802682141588 1.47481595498727 0.923601828123077 0.690324991943297 0 0 0.448321184440447 0 0 0 0 1.1121009856063 0.92742997998384 0.956100255102427 0 0.0757810934957836 0.314629497735536 0 0 0 2.46893914483279 0.786910524693557 0.160204308231106 0 2.70264814117821 0 0 0.155433330150952 1.00353904400319 0 0 0 0 0 0 1.12308289904308 0 0 0 0.777253546565515 0.317486671589814 0 0 0 0 0.184619645855342 0 0 1.13955607717764 0 0 1.54938466525923 0 0
G1868 0 0.199965454052814 1.66303552809972 0.619576997777997 0.619155366557912 0 0.324450167527643 0 0.834796658519616 0 0 0 0 1.68994060436605 0 0 1.78436907769349 0 0.106964350049019 0 0 0 0 0.373232602171361 0 0 0.471976122296111 0.755529345981994 0.981753777628472 1.66230205902947 0 0 0 0 1.18531067724579 0 0 0.375680150713664 1.34174177312456 0 0.389975563496713 0.271445786826218 0 0.593185199404347 1.33219512376517 0 0 0 0.128254655193598 0.0623739677994405 0 0.00828651435791005 0 0 1.88032687965378 3.08276015424021 0 0 0 0 0 0 0 0 0 0 0.604495428287318 0.826781587895284 0 0.351517513731518 0 0 0.578149378206784 0.987744710944406 0 0.25044379341768 0 0 0 0.677917148008052 0 0 0.228704042980687 0 0 0 0 0.697742078142683 0.393663161626724 0 0 0 0.0734660081311285 0.319609458885746 0 0.322114669884548 0 0.14599137623657 0.320961067203303 0 0 0 1.73539493829875 0.0936186051029562 0.593847441877244 0 0 0 0 1.32782013709175 0 0.0261571843900023 0 0.309321170512017 0 0 1.5352090224992 0 0.938771808774358 0 0.752818770927246 1.02339308618888 0 0 1.39178610550333 2.57269491985223 0 0 0 0 0 0 0 0 0 0.0593426501740743 0.674115373652199 1.01205451992626 0 0 0.940320325435328 0.604222064627886 0.216407713457474 0 0.387602221103479 1.24436719324895 1.2613998942049 0.556553422230677 0.550776256505186 0 0.368471822398962 0 0.398468996753861 0.137495513724772 0.00446066734352938 0.696705678288797 0.104577504678501 0.538525559563825 0.437692855914214 0.705670794694379 0 0 0.286693409568718 0 1.86318258256618 0 0 0 0 0 0 0.371316808945715 0.836408970415986 0 0 0.35246048790323 0.18200682427512 0
G1871 0 0 0.452646366683153 0 1.18751678167404 0 0.852692371308183 0 0.34232707193255 0 0.570526566488733 0 0 2.88995366168845 0 0 0.208260632003774 1.00304625629484 0 0.430736638017407 0.655057881309442 0 0 1.36675370221012 0.11149184127507 0.518652668706595 0 0 0.253392506018645 1.1022565602817 0 0 0 0 2.83111899901633 0.488698577902776 0 0 0.838188387852356 0.241441961460463 0.508533760874944 0 0.458972635263645 0 2.23802909173339 0 1.79389244993785 0.406485082637472 1.16245701001157 0.384995590553783 0 0.149186265818297 0 0.123084161982807 0.626262215633446 0.345035511027872 0 0 0.384282639243987 0 0 0 0 0 0 0 0 0.0142687444964578 0 0 0 0 1.15941364099579 0.420507715966266 0.40304248138677 0 0 0 0.345592114893074 0 0 0 0 0 0 0 0 0.416615467561835 0.913265199970324 0.73102412002425 0 0 0 0.148482850093691 0.0233020784823199 1.0439050404864 0 0 0.0566490067244934 0 0.413790345073881 0 0 0 1.22246909044855 0 0.40561487570762 0.591249922740126 0 1.38220688328571 0.549054761000572 0 1.09643356547877 0 0 0 0 0 0 0 0.616506081103396 0 0 0 0 0.0367146952820204 0 0.246680871806169 0.24306143020734 0 1.90123328484611 0 0 0 0 0.319856353608344 0.468072103009347 0.895095135644433 0 1.17754559394496 1.03281958831592 0.165547311641188 0 0 0.855263676375692 0.719610327371069 0.0126498851197303 0.120628417351005 1.6861774187345 0 0.272040126712198 0 0 0.576432067798327 0 0.166723721030789 0 1.41657443540266 0 0.717874772746955 0.189503981914425 0.507946674872607 0.331689847639731 0.330431881153343 1.2070944388236 0 1.72564809972783 0 1.28821619677234 0.246378098817443 0 0 0.142450847947389 0.763304205092632 0 1.45230740645323 1.01313559392158 0
G1874 0 0 0 2.06331764384976 0 0 0.612287748576135 0 0 0.00133410151766373 0 0.300936322104894 0 1.69523696001029 0 0.158868896199396 1.32214694011222 0 0.0996263069561633 0 0.342442568823375 0 0 0.547426788306726 0.458665686633829 0 0 0 0.497918753704645 0 0 0 0.280550750047195 0 1.04503435143102 0.254170206728228 0 0 0 0 0 0.698948830151092 0 0 1.14518700135009 0 0.281950080150691 0.0221539399004844 0.344613633303845 0 0 0 0.332282736094682 0 0.303811293833942 0 0 0 0.714560050936521 0 0.743301645276136 0 0 0 1.07407276427766 0 1.17329993194 0.816039209156058 0 0 0 0 0 0 0 0 0.636063988048305 0 0 0 1.00176230161879 0 0.256938071483075 0 0 0 0.183904932610707 0 0.451573617056026 0 0 0 0 0 0.37255183932748 0 0.886172713640545 0 1.31322269863144 0 0 0 0 0 0 0 0 0 0 0 0 0 0.166395302798901 0 0 0 0 1.00446260241132 0.0876989477085986 0 0 0.80721392587122 0.356700540517767 0 0.304748399595495 0 0 0 0 0 0.928962452601932 0 0 1.00488478965944 0 1.12578993619604 0.641069647129761 0.543789621256147 0 0 0 0 1.33387334619198 0 0 0 0 1.04216951396391 0.182399780654426 0 0 0 0 0.130913595761143 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.31992844973517 0 0 0 0.0550432419477686 0.42846464862118 1.4709044294943 1.32127934154228 0 0
G1878 0 0 0.71544896359296 0.00499013310738493 0.164258036593343 0 1.81983265973298 0 0.526700514791252 0 1.28683061561879 0 0 1.73507232127309 1.33928232693733 0 2.82854502196107 1.67602399355604 1.07867544982435 0.166532433654927 0.420550152272421 0.0162100366484406 0 0 0 0.168448304195011 0 0.76646137032417 0 1.61575764280315 0 0 0 0 1.73369104733341 0.863983888530197 0 1.14375441794303 0 0.315201013578222 1.81343183991959 0.134865078976825 0.161465143283106 0 1.21326276214358 0 1.45364962283002 0 0.780591965851891 0.602818773738066 0 0 0 0 0.241695869800036 0 0 0.544155056214001 0 0.0339192408694568 1.10224084460272 0 0 0.22807183187238 0 0 0.798653325357051 0.699786401576231 0.742749946197099 0 0 0 0 0.35880179099989 0 0.124602398930648 0.312978755241023 0 0 0 0 0 0.641288405106997 0 0 0 0 0 1.3143766965075 0 0.825323828746601 0 0.32632854086726 0 0 0.83506308785471 0.00342815116208282 0 0 0 0 0 0.241475494527211 0.458209783494235 1.64340639846043 0 0.435488523592012 0 0 0 0 0 0.549018770072435 0.0409615487345088 0 0 1.20642692928077 0 0 0 1.2846192169747 1.4328228037482 0.120262345883297 0.966862700371396 0.279605331385797 0.104964401895223 0.253334888518647 0 0 0 2.11505676114699 0 0 0.0633222722248116 0.0436964475119168 1.0723189052131 0.964959103866164 0.400786428118694 0 0 0.740618707694148 0 0.273767489822902 0 1.14071509937966 0.419336929529445 0 0.43269951182415 1.7960933193308 0.341368036245673 0.589820404886254 0 0 0.819871740427066 0 1.7791848990433 0 0.0414082198475205 0.0624975859454426 0.65411473453227 0 0 0 0 0 0 0.868892352041477 0 0.356097601376807 0 0 0.185094845321082 0.100195994478148 0.814281550600153 0.366306334761169 0.611486478175743 0.20881347779402 0
G1886 0 0 0.856015459675015 0 0 0 0.926259776626392 0 0 0 1.17403501392396 0 0.710736863772195 3.14843445558817 0.267679175693899 0.107714446902237 2.31459558546819 0.759184805923467 0 0 0.715983743366353 0 0 0.417255687921354 0 0 0 0 0 1.92384356573926 0 0 0.00995023051331061 0 1.86381318001138 0.913866629848276 0.174567267580115 0.0695206630812764 0.42661543015899 0 1.15637847478403 0 0.28465860447979 0.346406387975419 2.08138804404772 0 1.93380049395772 0.349560276860616 0.199778144991705 0 0 0 0 0 0.291324834569334 0 0 0 0 0 0 0 0 0 0.202785687450814 0 0 0.571978058203743 0 0 0 0 1.03597161678482 0 0.0650288700570103 0 0 0 0.0850661800906964 0.573017135595679 0 0 0 0 0 0 0 0.0167396556012737 0.389464219250067 0 0.128537974894074 0 0 0.718130851857403 0 0.149548714406732 0 0 0.815605100270331 0 0 0 0 0.319438598047876 1.9553990711788 0 1.10351890107955 0 0 0 0.613997990146679 0 1.12002913084799 0.163584423182846 0 0 0 0.315266509955447 0 0 0.353669537628397 0.876828866771728 0 0.0888791398111018 0.54546044067388 0 0.986298983114861 0.801279943935449 0.382387451846758 0 2.01835535024509 0 0 0.506612513472379 0 0.459137228173589 1.3771182694527 0.407602431943123 0.215527931907181 0.0671387458577772 1.17135748591238 0.069771722033961 0.390088106412684 0 0 0 0.50542393596671 0.324118802361721 1.96399585705028 0.576943019662418 0 0 0 1.36211611002969 0 0.645457381572215 0 0.903799836779327 0 1.2853103218607 0 0.277115154512826 0 0.224719416943106 0.595304334616151 0 1.72294753811784 0 0.368218674241671 0.684906077996042 0 0 0.507688001417861 0.421462762415211 0.291134905680118 1.13878997459291 0 0
G1888 0 0 0.3208144741902 0 0.64560295504585 0.146600733122357 0 0 1.42085847042058 0 0 0 0 0.580813805962982 0.105397185853966 0 1.1935832083251 0.237908710172966 0.225082269926171 0.964320479590765 0.329382418604041 0 0 0.304608368215657 0.252220114796569 0.386380403064301 0 0 0.288931475535279 1.12845614799084 0 0 0 0.014941760606304 1.39643201249731 1.05415424596201 0 0 0 0 0.591695745947622 0 0 0 0.164181037257743 0 0.544027906257885 0 0 0 0 0.926156818867483 0 0.435127706269836 0 0.71011876088984 0 0 0 0 0 0.290301734402999 0.232983792032968 0.462074888134306 0.0693926800376968 0 0 0.0856622875442137 0 0 0.35857995688147 0 0 0.474956964012131 0 0 0 0.139427992039861 0 0.20995268636823 0 0 0 0 1.07794807373179 0 0 0 1.06255117246214 1.26536608134708 0 1.61443720878839 0 1.36911820444494 0.0433322069777535 0.0188134727647146 0 0 0 0.600492980704673 0 0 0 0 1.37118988460989 0 0 0 0 0.829131621085784 0 0 0.116783753796207 0.53788005728105 0 0 0 0.496427722535539 0 0 0.155586796008466 0.563722362147733 1.31373597017867 0 0 0.218909119776715 0 0.347406751991917 1.29460335967372 0 1.61621326489879 0 0 0.152503258733648 0.221866110516158 0.940602573866165 0 0 0.0138783913996776 0.611090177818251 0.0877838753468187 0 2.47349714771728 0 0.637066214728996 0.254251337806078 1.04455134262935 0 0 0 2.12509945975054 0 0 0 0 0.178919406566286 0.117320417907414 0 0 0 0 0 0 0 0.508060328238454 0 0.267043653313635 0 1.07557912643002 0 0 0.157842931627562 0 0 1.52831656797018 0.515831944192079 0 0
G1891 0 0.00475304252480916 0.224466671553397 0.0459293604797544 0.0857414540804423 0 1.23796678044039 0 0.0296097947336507 0 2.05120210039623 0 0 3.16686085622195 0 0.212164661611048 1.21890767944465 0.475320731019701 0.466668573707783 0 0 0 0 0.0570527437451715 0 0 0 0 0 1.16883153965654 0 0 0 0.781581855847943 2.03458516373884 0.0103660508138221 0 0 0.862585608675759 0 0.725192095000002 0 0.930341704420278 0 0.717144311937517 0 2.49118387089081 0.0289072520289613 0.432207871243018 0 0 0 0 0 0 0 0 0 0.868365373219077 0 0.104361068072347 0 0 0 0 0 0.591398149343992 0.351802405892155 0.319016613548527 0.218983698939406 0.0138730838880255 0 0.494952810213575 0 0.17913455943038 0 0.324627292231174 0 0.256458952017747 0 0 0 0.685400752310437 0 0 0 0 0 0 1.45245630766097 0.276800695026444 0 0 0.0211835144411159 0 0.171412777479233 0 0 1.92793915196397 0.122748838044715 0 0 0.660411988746057 0 0.578988271810648 0 0.256810566895143 0 0 0 0 0 0.258157315300797 0 0 0.0104132834307071 0 0.764290386106007 0.503895471589374 0.275805444518684 0.713264378383136 0.207962155658404 0 0.0664794105266912 0.233299097185898 0 0 0 0 0 1.64332968427618 0.46235927888759 0 0.643927050996079 0 0.129784385331168 0.420205164481159 0.570026481643417 0 0.369779925663863 0.581288987944892 0.20075097457058 0 0 0.145948458061414 0 0.83276474492754 1.70100997594452 1.8466898229113 0.423945723589375 0.157547700263958 0 0.00919070818007419 0.462895110962154 0.539539095933488 0 0.216566481552085 0.600696092378471 0 0.284494645998867 0 0 0 0 0.531784906905708 0.453084119183329 0.991843875606011 0 0.526820991585596 0 0 0 0 0 0.202246743344956 0.701370699297385 0 0
G1893 0 0.155868475241988 1.76055879178797 0 0 0 0.971187367393883 0 0 0 1.26488109926124 0 0 1.91944258957209 0.216439806642416 0 1.67037465198543 0.626805191077738 0.754389723152015 0 0.565875174939887 0.205823009815523 0 0 0 0 0 0 0 0.925221075113668 0 0 0 0 1.6189342984615 0.194798814307784 0 0.443364207437727 0.847711972123703 0.515040679036981 1.23058866565622 0 0 0.780279841668069 1.65034374571254 0 1.61564822014153 0.32521103899936 1.6760099599804 0 0 0 0 0 0.29965866522441 0 0 0 0 0 0 0 0 0.846580489915083 0.277051456272319 0 0 0.795676074050563 0 0 0 0 0.269560650976423 0 0.431007903777067 0 0 0 0 0.512885382735577 0 0 0 0 0 0 0 0 0.830273052445338 0 0 0 0.563313633641221 0 0 0 0 0.333351528017859 0.196438619282616 0.110444833338351 0 0 0.220063942218809 0 2.71864538424752 0 0.762518529683135 0 0 0 0 0.108414491682405 0 0.497655135364508 0 0 0 0 0 0 0.392930137982686 0.575808705984692 0 0.805483393498012 0 0 0.176800199540808 0.886061127355562 0 0 0.992513365407063 0.500303084951598 0 0.605925384138896 0 0.348539997922462 0.997483817208847 0.0549531662696459 0 0 0.695343332009666 0 0.538444529773063 0 0 0.119263466856186 0.0856083695993189 1.16719663009111 1.47901814602035 0.0107300861094782 1.22129543953328 0 0 0.396329205023878 0 0.16793480670564 0.336020108439811 0 0 0.870034361495987 0 0 0.000821403678938246 0.354379721006819 0.646777587513659 0.196282318578296 1.11504064035771 0 0 0.0303148042753581 0 0 0.556168355651251 0 0.260685241839058 0.710397618277781 0 0
G1895 0 0 1.10265828962324 0.0855587318152332 0 0 0.565747359777933 0 0 0 0.583921447234087 0 0.264602200544217 2.75424450340475 0.31443725026658 0 1.94230292441027 0.461843547107598 0.612598090050239 0 0.359342642540601 0 0 0.532333539799699 0 0 0 0 0.416019088889423 2.13588025641852 0 0 0 0 1.64818294860582 0.705128866223424 0.0603238869027487 0 0.523207021844344 0 0.0110906791268132 0.623163827845048 0.80682345690147 0.508024939253947 2.48492629220507 0 2.14928169331369 0.0928111746249012 1.29940982714939 0 0 0 0 0 0.578552227677002 0 0 0 0 0 0.231219222784094 0 0 0 0.547563775729378 0 0.709745897371372 1.48843317441348 0.182087520886796 0 0 0 0.765020369119591 0 0.590209136812348 0 0.383470707280081 0 0.15816679320305 0 0.516086592914698 0 0.00959030843598584 0 0 0 0 0 1.46801931607829 0.29055396042774 0 0 0 0 0 0.233646851089019 0 0 0.466557875919018 0 0.0964118254944935 0 1.03417353044299 0.406276915994797 1.31377087222234 0 0.90769925251027 0 0 0 0 0 0.810961295113781 0.368065841478095 0 0 0 0.022071653552741 0 0 1.59549450716335 0.822461067058364 0 0 0.527785854137392 0 0.12824092955344 0.531906016306341 0.198388786989964 0 2.13375103317464 0 0 0.782392242467566 0 0 1.47623340822699 0.655608868028766 0.465055533724877 0 1.27466440539793 0.0535232385786462 0 0 0 0 0.830926207050384 0.529053700512299 2.72799773965703 0.557079735637608 0 0 0 1.29374955335218 0 0.827218047539947 0 0.914392650613376 0 0.887948284793447 0 0 0.29580469363233 0 0.0928633227844874 0 1.06430771474522 0 0 0.551875264270797 0 0 0.0226238958912897 0.159747974929182 0 1.46618979525408 0 0
G1897 0 0 1.5536836502778 0 0.715293432307146 0.349746979883913 0.624029422007331 0.392365153300968 0 0 0.814783168370491 0 0 2.48956991765688 0 0 1.71597430942634 0.200421651221589 0.234860750060269 0 0 0.0318390167861705 0 0.0236404255902499 0 0 0 0 0 2.07341329935755 0 0 0 0 0 0 1.03690526121997 0.550353384247802 0.691489864246538 0 0.411395397898495 0 0 0 1.38314634658479 0 1.23884312025648 0 0.367475014906416 0 0 0 0.719620052467957 0 1.0311525149306 0 0 0 0 0 0 0.101050521171589 0.0187980786140884 0.688858423413287 0 0 0.641138524049545 0.20941649535397 0 0.834993397148054 0.103820826225784 0 1.40946913428259 0 0.820799068404479 0 0.155357697391973 0 1.80713385219259 0.893566413479962 2.27233301115539 0 0 0 0 0 0 0 0 0 0 0 0 0.134682224384655 0 0 0.469909161578346 0 0.169192137551129 0 0.304420563280887 0 1.39640062349573 0 3.18192411763604 0 0.758926382034061 0.970173769495807 0 0 0 0 0.175510167767269 0.490009534709793 0.18229746934522 0 0.305212325339483 0.0449607475526358 0 0 0 0.259471771005231 0 0 0 0 0.274976789068491 0 0 0 1.77012172277355 0.63736812679624 0 1.12584081996743 0 0.284982026663811 0.582838750912511 0 0 0 0.40897915830027 0.085862753884238 0.281432826320532 0 0 0 0.44455126084854 0.973740632688351 0.60622907860687 0 0 0 0 0.903515104189004 0.595222244376923 0 0.529067580023854 0.443014331566535 0.30153149011866 0.0999078121036216 0 0 0.15736322102695 0 0.198229936863464 0 1.07871860508605 0 0 0 0 0 0.589936622264758 0.45393961578582 0.959520022974684 1.25207076953627 1.4617940709548 0.313135031636177
G1898 0 0.314410147294959 0.995206200946239 0 0.443549554649919 0.377722435209759 2.22113372260792 0 0.303400221381988 0 1.26891092360644 0 0 2.10547131593698 0 0.83567451258497 1.06327955242899 0.776328990985131 0.93572114124604 0.961193513754437 0 0 0 0 1.20295346533516 0 0 0 0 1.14414031021445 0 0 0 0 2.03714132631168 0.736744915287258 0 0 0.170038385054228 0 1.17123619613644 0 0.894919332138513 0.801348889280745 2.25305736884213 0 2.44179074563768 0.822100899615261 0.619415889470992 0 0 0 0 0 0.44165774531177 0.398858271254135 0 0.885040578334186 0 0 0.503480404090705 0.023728400335418 0 1.66192757121086 0.40675350153596 0 0 0.663856848009712 0.246132175736162 0.369021072170439 0 0 0 0 0.884729631627743 0 1.21636161471315 0 1.59503098615363 0 0 0 0 0 0 0 0 1.48646308516891 0.649226599884217 0.445744447245468 0 0 0 0.469953849779196 0 0 0 0.914277370886489 0.361853860942796 0 0 0 0.172833428990443 0.293500970864477 2.00632830766618 0 0 0.105099230373809 0 0 0 0 0 0.616318061293658 0.37185886780256 0 1.21253902873995 0 0 0 0 1.32675199224004 0 0 0.551015877041893 0 0 1.3425307418417 0.42073796568066 0 1.59038364847345 0 0 0.552314746597812 0.122158497345459 0.908244644821584 2.31319629600115 0.182923128333214 0.762742032580384 0 0.656346076176805 0 0.859680234139229 0 0 0 0 0.626642180334462 2.70321440139712 0 0.672340879415057 0 0 1.66671214446764 0 1.22256035211937 0 0.545840519721196 0 0.722484745234484 0 0 0 0 0.822261260674553 0.136213201899039 1.52710150872083 0.0321650963520712 0.442471464516376 0.154598054987716 0 0.244184150685731 0 0 0.183892786673773 1.8366852792935 0 0
G1903 0 0 0.724431560770775 0.321880325503997 0 0 0.71387362407672 0 0 0 0.478290675095386 0 0 3.51411585026717 0.199128955745306 0.102783499875502 1.0587699989845 0.748044040605769 0.207480120794101 0 0 0 0 0 0 0 0 0 0.0139402254575444 0.774470093219674 0 0 0 0 1.43446586959276 0.455129598964745 0 0 0.970404170278731 0 0.245145026997805 0 0.216451078819401 0.109554707959249 2.50051480043987 0 2.23830836133445 0 0 0 0 0.165130442953827 0 0 0 0 0 0 0.678141314267202 0 0.352882332439232 0 0 0 0.138132417400261 0 0.658000036467737 0.374605530097588 0 0 0 0 0.628478405520489 0 0.360549664635435 0 0.604587643635079 0 0.536145001542725 0 0 0 0 0 0 0 0 0 0.817181736806566 0.0473752893825986 0 0 0 0 0 0 0 0 0.832654914781038 0.225626442818831 0 0 1.10436554018278 0.258937050574799 0.86162459854688 0 0 0 0 0 0 0 1.44644918126646 0.437568852956234 0 0 0 1.65365707508073 0 0.14528439357245 0.229238353407258 1.14143212182402 0 0.0112002193977571 0.278454917406103 0.161182353514092 0 0 0 0 2.93058031535561 0 0 1.51619366402267 0 0.0538617673704012 0.933383304073121 0.96200619113385 0 0 0.656489058413867 0 0 0 0 0 0 0.196998062557163 2.00566033966455 0 0 0 0 1.15787945365513 0 0 0 0.933493758092693 0 1.20689232834356 0 0 0 0 0 0 0.276429250390345 0 0.583806059486752 0 0 0 0.499791137709578 0.0241922011064938 1.30681077282373 1.42145279395074 0 0
G1904 0 1.42486162594574 2.41195158538227 0 0.474955775077752 0 1.84415534295211 0 0 0 0 0 0 1.79117968433827 0 0.127551008225572 2.45194861688321 0.46562636169781 0.126153573583058 0 0.471058788559672 0 0 0 0 0 1.1903735173391 0 0 1.11618297268357 0 0 0 0 1.10292587792251 0 0 0.732936498873387 0.572190702620981 0.28607544133048 0.92189050049941 0 0 0.487030202833177 1.6311248350457 0 0.672160716949496 0 1.10825192418577 0 0 0 0 0 1.35732266945238 0 0 0.201234868764402 0 0 0.624340308188847 0 0 0 0.340543080314422 0 0.801100189356129 1.11057146302327 0 0.513667461501959 0 0 0.487721123879394 0 0 0 0.064829997845181 0.349473994418785 0 0.0585460374311599 0.640828099577994 0 0.44871723523696 0 0 0 0 0 0.523333178134247 0.0433211566689185 0 0 0 0 0 0 0.415031564915183 0 0 0 1.14705280410156 0 0.992074230103794 0 1.07178442864488 0 0.363022344227635 0 0 0 0 0 0.00029890263921519 0.0171431967744652 0 0 0.997063707894831 0 0 0 0 0.42857999969225 0 0 1.6621898184689 0 0.370788008099604 1.114352335293 0 0 1.13402172535955 0 0 1.81812970763273 0 0 2.30631077404854 0 0 0 0.421340854956577 0 0 0 0 0 0 0 1.12314060297832 0 0 0.775975005950631 0.303816556174918 0 0 0 0 0.2799852629612 0 1.68149734832612 0 0 0 0.17592523932123 0.0619580588563254 0 0.522957808615383 0 0 1.1698413296322 0 0 0.392162401915485 0 0 2.17895296426852 0 0
G1905 0 0 0.67952324442222 0 0 0 0.844382727612543 0 0 0 0.79992164252141 0 0.0870451372660636 3.2862042157 0 1.3174884568866 1.94736220346046 0.965669069677658 0.267887138964191 0.13971379401637 1.53531642541655 0 0 0.702365468871726 0.253783595484291 0 0 0 0 2.13790887903934 0 0 0.663294711488987 0 1.7525446684431 1.04082382671813 0 0 0 0 0.714613871125939 0.584819041906595 1.3668728816056 0.773153138636521 2.70021162073069 0 2.94505014346903 0 0.963020125086501 0 0 0 0 0 0.522948631839894 0 0 0 0 0 0.637041170618042 0 0 0.507589312139098 0.145056848214143 0 0.605305873404529 1.30408985843606 0 0 0 0 0.474179853918642 0 0 0.143708060713022 0.806839565632982 0 0.209380351566594 0 0 0 0.172747200108394 0 0 0 0 0.912724149711966 1.43060433693967 0 0.0786922229577734 0 0.231411312386712 0 0 0.84859754925115 0 0.318975416098346 0.191277884605723 0 0 0 0.904197417931619 0.741876886511356 1.69444832835752 0 0 0 0 0 0 0 0.0392676819556787 0 0 0 0 0 0 0 0.382733516611013 1.68990318010102 0 0.0111087269214572 0 0 0.0467340975479337 0.428633698074728 0.275771913431906 0 3.15244932432412 0.634583499845793 0 0.60376168875293 0 0.515029701226722 0.574742764621633 0.308338449331155 0 0 1.11227113355466 0 1.0379073277021 0 0 0 0 0.0465693561160061 2.48256721353065 0 0.471581065976467 0 0 1.66243690046751 0 0.936225292122677 0 0.432607352298646 0.171725015888855 0.836544052006 0 0 0.612281309652378 0 0 0 1.28627740686217 0 0.0766287973803338 0 0 0 0.758050474733663 0 0 1.90023714740232 0 0
