G16	G1195	G1540	G1618	G1559	G1041	G1306	G187	G931	G824	G397	G99	G1322	G1466	G658	G992	G784	G672	G1477	G1206	G1357	G1369	G1266	G1621	G1397	G703	G1050	G949	G923	G1107	G129	G99	G120	G31	G128	G129	G126
0.0973470	0.3460971	0.4445961	0.3422182	0.3435385	0.4320266	0.6250924	0.6623880	0.7182121	1.3059404	0.9361838	0.3056865	0.1481741	0.3915121	0.0068494	0.0531265	0.0318484	0.7855790	0.8817435	0.8525295	0.0499302	0.8193234	0.2510147	0.7640736	0.7784456	1.0977894	0.8734392	0.6259054	0.8494786	0.1058203	0.6688509	0.3056865	0.8071418	0.7455445	0.8937243	0.6688509	0.6607073
0.0594802	0.2449784	0.2449674	0.4327658	0.4814188	0.6072410	0.6603564	0.5695504	1.0055648	1.0451225	0.9107063	0.3684502	0.1701455	0.2637524	0.0083170	0.0806117	0.0430173	0.7099739	0.9390192	1.0772646	0.1020603	0.7945474	0.1996202	0.7016140	0.5469440	1.1891958	0.9116896	0.7082410	0.9709972	0.0975126	0.5618025	0.3684502	0.7256480	0.7324190	0.9117725	0.5618025	0.5804753
0.0509143	0.3441516	0.4305094	0.3574499	0.3862975	0.5068152	0.7784988	0.7768531	0.8537142	1.0250625	1.0891759	0.3987061	0.2775439	0.3325898	0.0061524	0.1205890	0.0317190	0.7630363	1.1125618	1.0003164	0.1154953	0.8310760	0.1216968	0.7761357	0.5623929	0.9957945	0.6813489	0.5565828	0.9526998	0.0745288	0.7374312	0.3987061	0.8316022	0.8122527	0.9421794	0.7374312	0.6816786
0.0812848	0.4813631	0.2942588	0.3411480	0.4602017	0.4446693	0.6900246	0.6303669	1.0845613	1.0520020	0.8659870	0.4838139	0.4103129	0.3021342	0.0122032	0.0042405	0.0318293	0.8713483	0.8892007	0.7641689	0.1114188	0.8495689	0.1661521	0.5570933	0.6829026	1.2741548	0.7279320	0.6531226	1.0796719	0.0861280	0.5105507	0.4838139	0.5944100	0.9113230	0.9470322	0.5105507	0.7420728
0.0881753	0.4466312	0.2060494	0.3134641	0.4075249	0.3885968	0.6672661	0.7344433	0.9324659	1.2915986	1.0977050	0.3925644	0.1817350	0.2654206	0.0172874	0.0190266	0.0693856	0.7984264	1.0322556	0.9575739	0.1092570	1.0365085	0.1510180	0.7601390	0.7035208	0.9064012	0.8548256	0.4403713	1.0290846	0.0927141	0.6294401	0.3925644	0.7028186	0.7329130	0.7595206	0.6294401	0.4738194
0.1912661	0.5149833	0.3103457	0.4237114	0.3959335	0.5274267	0.6510969	0.6109148	0.9720454	1.0099836	1.1865826	0.3204363	0.1586097	0.3359567	0.0014876	0.0142055	0.0712444	0.8720356	1.0985376	0.9699697	0.1119565	0.9369059	0.1527947	0.6938082	0.9140117	0.9524217	0.7537873	0.6699203	0.9809060	0.1204314	0.6394349	0.3204363	0.6309962	0.9275702	0.8877654	0.6394349	0.7286897
0.0354898	0.0617791	0.4017730	0.5516677	0.1930610	0.5352174	0.8435837	0.6206081	0.6110735	1.0354951	0.6896629	0.3013185	0.1706987	0.2365205	0.0418304	0.4698461	0.1528005	0.5024370	0.7606374	0.7561639	0.0662768	0.8176602	0.1200415	0.6736383	0.5221975	1.1229548	0.7587767	0.4884356	1.0372495	0.1452105	0.4873684	0.3013185	0.8492474	0.9902522	1.0631823	0.4873684	0.3556126
0.0232600	0.0956842	0.3777691	0.6329958	0.1673989	0.5951270	0.9579649	0.6209370	0.6305615	1.0754412	0.8095852	0.3251370	0.2195975	0.3207927	0.0337759	0.4215235	0.1974345	0.5110389	0.7580326	0.9551629	0.0890300	0.9645438	0.1615245	0.7575545	0.5720401	0.9474598	0.8263682	0.6156201	0.9617395	0.1314932	0.5220885	0.3251370	0.8667359	0.8883103	1.0612966	0.5220885	0.5072652
0.0694047	0.0355545	0.2648438	0.6254858	0.1624297	0.6043098	0.9343851	0.7921571	0.5801037	0.9079331	0.9641679	0.3464237	0.2356311	0.3030236	0.0276277	0.3713923	0.1915497	0.4497383	0.8078316	0.7274364	0.0830806	0.7728263	0.1118583	0.7321000	0.5371405	0.9851898	0.7920282	0.5771858	1.1175891	0.1137317	0.5840051	0.3464237	0.9240895	0.9346679	1.1723031	0.5840051	0.4565418
0.0137103	0.2600573	0.2744878	0.3860319	0.3960786	0.5828074	0.9086300	0.5381454	0.7055168	0.9741380	0.9240433	0.4035108	0.3580788	0.3032797	0.0185452	0.2120738	0.0641476	0.5954628	0.8105275	0.8775161	0.0994859	0.9734614	0.2097532	0.5107073	0.5191355	0.8705692	0.7050497	0.5088279	1.0896316	0.0522906	0.5484899	0.4035108	0.6754009	1.0557006	0.8573044	0.5484899	0.7385058
0.0301876	0.2664380	0.2090312	0.5317319	0.3985888	0.7059692	0.7083110	0.4313981	0.7930064	0.8656441	0.7974200	0.2936881	0.2031176	0.2230139	0.0502186	0.1876718	0.0547241	0.6690925	0.8186845	0.8527271	0.0854084	0.9351862	0.1594760	0.8827147	0.5467337	0.9057463	0.7900253	0.4489742	0.8814472	0.0651589	0.4851324	0.2936881	0.8526712	0.8962843	0.9380826	0.4851324	0.7314688
0.0483845	0.2486908	0.3863042	0.3130504	0.4662741	0.4230300	0.8913539	0.4260031	0.8441944	0.7744478	0.8937825	0.3860998	0.2221276	0.2580640	0.0433684	0.1184697	0.0427488	0.7505772	0.8262743	0.7780759	0.0969505	1.1120180	0.1162113	0.5864701	0.5811957	1.0725616	0.7136144	0.6510289	0.9548418	0.1715049	0.6130517	0.3860998	0.6825727	0.7193214	1.1566327	0.6130517	0.6630861
0.0515634	0.3310923	0.2314938	0.2658649	0.5116200	0.5630115	0.6101054	0.4046782	1.0589373	0.8923302	0.9980747	0.4323895	0.3458865	0.2612261	0.0232462	0.0813643	0.0348664	0.7282613	0.8701562	0.9433514	0.0689557	1.0414537	0.2131025	0.7624768	0.4944783	1.1127084	0.6728765	0.5729111	0.8963379	0.1144668	0.5243871	0.4323895	0.7525239	1.0531443	0.8970146	0.5243871	0.8194770
0.0637049	0.4203933	0.2293591	0.4635762	0.5118492	0.5312494	0.7193413	0.4933931	0.9178366	0.9953036	0.9083351	0.3962239	0.1947125	0.3113998	0.0087941	0.0747729	0.0245306	0.8191071	0.9376269	0.9831323	0.1054929	0.8550015	0.1861028	0.7647386	0.5090421	0.8280790	0.7780638	0.6061923	1.0734751	0.0782132	0.6444159	0.3962239	0.7957797	0.7840583	1.2338584	0.6444159	0.8234610
0.0709705	0.4411950	0.4220068	0.2456797	0.3652061	0.4940766	0.5778940	0.5982445	1.1107825	0.8069549	1.2212537	0.3705652	0.2368267	0.3142076	0.0036759	0.0488515	0.0210482	0.8827090	0.9454025	0.9457328	0.0742489	1.0312697	0.2062498	0.6656040	0.6576577	0.8804811	0.9501929	0.5445563	0.9647026	0.0918518	0.6229406	0.3705652	0.9044522	0.8211261	1.0671001	0.6229406	0.7407656
0.0634224	0.4016007	0.4162004	0.3036217	0.5005965	0.4930388	0.6365175	0.5433762	0.9858945	0.9726369	0.9408008	0.4945261	0.2033136	0.3914678	0.0046178	0.0280493	0.0100431	0.7609411	0.8407455	0.8458376	0.1294549	1.0244588	0.1623953	0.5645472	0.6995385	0.9833934	0.7993903	0.6058397	1.0021486	0.0888081	0.5733526	0.4945261	0.7813748	0.8900169	1.1707607	0.5733526	0.6523684
0.0770618	0.3820349	0.2350990	0.3177355	0.4673084	0.5146058	0.6347325	0.5267285	0.8154229	0.9108377	1.0452584	0.4531190	0.1726547	0.3602742	0.0653075	0.0872794	0.0372829	0.8201355	1.1474490	0.8320615	0.0683708	0.8812837	0.1646222	0.6397414	0.7748963	0.8052724	0.8411188	0.6490994	1.0640657	0.1678698	0.7088073	0.4531190	0.6773027	0.8846503	0.8872885	0.7088073	0.7561109
0.0859098	0.3896983	0.3215561	0.2107984	0.5714587	0.4776209	0.7359304	0.5457629	0.8050760	1.0426284	1.0172668	0.4319728	0.2541253	0.4182998	0.0127492	0.0194778	0.0081788	0.8249217	0.9455807	0.8406562	0.0633336	0.8592484	0.2113512	0.6696931	0.6346236	1.1504167	0.7818861	0.6578993	1.0147389	0.0699042	0.4317325	0.4319728	0.7047369	0.8186856	0.8967630	0.4317325	0.8009386
0.0842494	0.3591317	0.2354113	0.2485214	0.3855538	0.4026471	0.7577246	0.6905494	0.8928438	0.8562135	0.8949390	0.4389578	0.2026479	0.3663603	0.0056007	0.0293022	0.0279485	0.9663055	0.8503681	0.9969081	0.1510823	0.9936748	0.1412220	0.6434103	0.7445947	1.1163503	0.8296036	0.7062074	0.9722474	0.1218461	0.4882586	0.4389578	0.5784959	0.8958907	0.9645371	0.4882586	0.8756862
0.1279310	0.3518108	0.1985145	0.2736411	0.4699880	0.4856486	0.5437295	0.5587147	1.0102057	1.1404913	0.8511983	0.3584287	0.1815949	0.3560980	0.0077977	0.0069650	0.0118925	0.9964160	0.8186100	1.1242065	0.1468920	0.9666555	0.1232946	0.7078929	0.7716556	1.0807711	0.8453160	0.7402353	1.0608340	0.1544297	0.4169629	0.3584287	0.7093628	0.7994540	1.0698480	0.4169629	0.6677332
0.0960042	0.3901008	0.3505983	0.3719787	0.4563768	0.4346550	0.7098554	0.6024818	0.8983654	1.0302859	0.8920957	0.5743893	0.2406782	0.4179037	0.0338444	0.0073827	0.0087436	0.7895582	0.9861063	0.8014360	0.0955682	1.0102395	0.1049510	0.6956661	0.7291066	1.0310759	0.8719129	0.5223470	0.8952199	0.0953270	0.4637540	0.5743893	0.7672005	0.8285687	0.9880556	0.4637540	0.5962526
0.0888447	0.3788964	0.2274951	0.3327014	0.4721260	0.4316876	0.7099067	0.5907029	1.0714182	0.8996485	0.9979905	0.4540136	0.2102508	0.3824982	0.0134102	0.0153779	0.0248356	0.9418038	0.8509978	1.0747346	0.0962663	0.8731966	0.1471981	0.6603205	0.6810684	0.9879771	0.7523866	0.5785033	1.2082226	0.0776648	0.5635711	0.4540136	0.6494973	0.7500685	0.8954374	0.5635711	0.7422964
0.1110962	0.3704434	0.1994798	0.1699411	0.2599038	0.4535114	0.7204891	0.5509544	1.0466797	0.9973538	1.0316004	0.4492971	0.2025706	0.4359275	0.0027208	0.0166285	0.0183330	0.9252841	0.9282000	0.9821071	0.1012970	0.9988755	0.1349919	0.5780709	0.6340672	0.8340649	0.7966907	0.5734665	0.9135660	0.0732540	0.4543685	0.4492971	0.6427731	0.9884783	0.8436699	0.4543685	0.7326921
0.1085493	0.3685498	0.4130889	0.1967289	0.4396285	0.3442820	0.6088388	0.4477240	0.9342651	1.1089438	1.1543733	0.4382663	0.2800989	0.5400619	0.0194357	0.0122199	0.0126040	1.1254333	1.0781485	0.9074511	0.0978390	1.0559788	0.1192368	0.6540443	0.6828514	1.1150057	0.9252881	0.4108461	0.8397323	0.1426867	0.5607739	0.4382663	0.7772906	0.7895349	0.8573491	0.5607739	0.8245158
0.0367764	0.1105984	0.3408852	0.7271414	0.1441491	0.5679893	0.9141754	0.7404825	0.6151621	1.0401212	0.9779672	0.2838481	0.2832301	0.2691242	0.0464161	0.3689854	0.2733560	0.5241330	0.7824995	0.7176348	0.0704581	0.9592984	0.1399794	0.7255037	0.4635937	0.9859876	0.7298575	0.6259408	0.9321877	0.1278045	0.5775948	0.2838481	0.8563392	0.8468402	0.9704419	0.5775948	0.4145459
0.0365074	0.0602347	0.3025163	0.6763023	0.1315837	0.5304312	0.7894127	0.6104429	0.5599093	1.0375894	0.7561446	0.3093006	0.2742572	0.2764119	0.0599160	0.3693892	0.1625294	0.4975397	0.8141772	0.8320283	0.0508405	0.8676862	0.0995542	0.6686810	0.5225903	0.8838967	0.7853213	0.5404002	1.0079177	0.1665164	0.6590865	0.3093006	0.8149896	0.9321057	1.0320294	0.6590865	0.4656471
0.0318278	0.0405205	0.3403288	0.5202417	0.1638009	0.5742134	0.8934641	0.5500932	0.5559821	0.7857204	0.7696693	0.2800558	0.2081744	0.2902807	0.1106585	0.3503428	0.1955787	0.4675963	0.7913675	0.6710338	0.1403631	0.9020315	0.1374835	0.8226523	0.5537491	0.9599253	0.8098674	0.7455243	1.0506482	0.1169909	0.6547574	0.2800558	0.9098364	0.8665476	1.1505538	0.6547574	0.3808153
0.1457577	0.0271245	0.1077672	0.7231220	0.3057606	0.8786298	0.8084263	0.6330569	0.3478772	0.9610949	0.7318071	0.1240034	0.1307293	0.7611971	0.2074928	0.2932949	0.1305215	0.5370572	0.8210623	0.8347687	0.0520052	0.7393471	0.4709434	0.7348834	0.6188267	0.8486513	0.6704135	0.5482076	1.0595256	0.0605369	0.7089467	0.1240034	0.7119312	0.8908808	1.0329658	0.7089467	0.4490876
0.1994625	0.0498214	0.0915165	0.6333609	0.2214683	0.8025640	0.8879497	0.4244817	0.5343394	1.0230145	0.8595610	0.0421915	0.0735345	0.6695672	0.2099982	0.3774107	0.1894497	0.5852193	0.7363630	0.7202837	0.0717472	0.9535727	0.3687345	0.6509039	0.5798703	0.9128198	0.6792249	0.5109201	0.8569909	0.0440729	0.8041772	0.0421915	0.6495911	1.0874469	1.0059718	0.8041772	0.5557357
0.1712081	0.0172405	0.0967026	0.4868292	0.1680183	0.7602458	0.9466863	0.4457927	0.4713749	1.0854563	0.7291748	0.1359617	0.1183549	0.6214588	0.2883755	0.5257901	0.1712825	0.5185180	0.8692912	0.9664985	0.0523938	0.8645854	0.3849546	0.7514218	0.5751337	0.8338299	0.6900841	0.4746391	0.9949182	0.0945017	0.7202876	0.1359617	0.8309961	0.8686673	1.0736039	0.7202876	0.5079547
0.1528286	0.0000082	0.0452438	0.8643082	0.1826239	0.9376912	0.8810862	0.5592920	0.3142689	0.8288009	0.8217309	0.0416535	0.0994021	0.7513183	0.3485566	0.3983749	0.2785878	0.3514691	0.8846849	0.8346801	0.0425949	0.3355342	0.4810610	0.6487316	0.5571804	0.9516153	0.6972510	0.6122139	0.9491160	0.0302042	0.7276681	0.0416535	0.7898713	0.8812280	0.8293495	0.7276681	0.5063497
0.2749146	0.0093566	0.0680813	0.9072616	0.1445444	0.9208018	0.9484700	0.4233471	0.3947144	0.9503605	0.6543523	0.0697240	0.1059721	0.7208175	0.2971895	0.3873256	0.2502220	0.6857692	0.7979318	0.7424831	0.0505458	0.3503189	0.6204204	0.7279980	0.6454658	0.8563928	0.6481030	0.4977293	0.9276690	0.0621463	0.9973736	0.0697240	0.6860164	0.7403392	0.8173432	0.9973736	0.4713896
0.2227171	0.0013846	0.0483955	0.9061402	0.1384184	0.9059292	0.9506230	0.5411662	0.3807883	0.9555129	0.6919235	0.0550075	0.0730660	0.7683937	0.2443539	0.4033067	0.2168346	0.4975056	0.8921630	0.9055119	0.0916217	0.4474617	0.5124387	0.6439853	0.6197957	1.0113516	0.5546406	0.4694602	1.0512573	0.0478829	0.9004646	0.0550075	0.7339314	0.8871578	1.0374727	0.9004646	0.4635962
0.0421993	0.0585168	0.4253504	0.5490047	0.1714947	0.7600583	0.9086753	0.6696289	0.6725629	1.0158444	0.8238160	0.3053904	0.1882549	0.2850421	0.0642415	0.3768264	0.1900586	0.4673064	0.7587855	0.7670207	0.0938017	0.7702053	0.1554766	0.7234740	0.6951342	1.1444102	0.6926630	0.5562290	1.1842053	0.1406029	0.6088127	0.3053904	0.9841341	0.9771834	1.1260213	0.6088127	0.4454103
0.0199696	0.0401487	0.3805536	0.8614528	0.1392982	0.6957223	1.0776681	0.5475430	0.5686631	0.9325888	0.7575461	0.3339067	0.2845234	0.2026123	0.0770482	0.3329169	0.1327260	0.4130125	0.8471885	0.7298341	0.1360713	0.9093155	0.1476659	0.7276570	0.5996368	1.0100929	0.8617463	0.5306078	0.9731846	0.1318860	0.6269714	0.3339067	0.9212748	0.8205599	0.8771453	0.6269714	0.3886595
0.0221818	0.0897765	0.4320526	0.5951034	0.1014712	0.5842974	0.9693261	0.6845572	0.6271233	0.9615812	0.8259984	0.2860007	0.2424257	0.3678288	0.0875171	0.3617260	0.1436095	0.4200743	0.7405199	0.7809682	0.1052207	0.8794196	0.1592036	0.7076652	0.5039463	1.1303471	0.6607424	0.5275669	1.0519650	0.1328406	0.5826754	0.2860007	0.8465558	0.9871241	0.8664994	0.5826754	0.4832710
0.2482365	0.0194917	0.1007855	0.8220474	0.1354866	0.9126482	0.8739267	0.4638570	0.4092769	1.1621076	0.6551487	0.0354813	0.1068969	0.6839211	0.2032986	0.5248047	0.2390410	0.4218037	0.9092667	0.7993066	0.0442788	0.5662089	0.5195085	0.7399302	0.5291268	0.8936494	0.7807679	0.3847576	0.9745814	0.0763205	0.7599947	0.0354813	0.2349784	0.8218880	0.9376953	0.7599947	0.4322048
0.1146734	0.0335387	0.1789611	0.6064717	0.1859934	0.8990739	0.9695600	0.6324949	0.5631629	1.0499685	0.7464021	0.0786725	0.1046892	0.6328974	0.2379409	0.3964946	0.1449843	0.3717592	0.8071676	0.8562368	0.0854315	0.6787224	0.5231186	0.6137099	0.6352759	0.8934884	0.8229647	0.5359141	0.9586919	0.0716971	0.6663616	0.0786725	0.2924337	1.0732660	1.0242877	0.6663616	0.4860930
0.1529752	0.0310583	0.1554258	0.7197270	0.2510489	0.9289757	0.8947778	0.4983488	0.5073296	0.8697783	0.7995514	0.0817628	0.0834726	0.5770473	0.3395390	0.4923366	0.2789279	0.5515365	0.9632383	0.7064367	0.0942407	0.8067572	0.5318766	0.7266198	0.6990997	0.9771296	0.7867292	0.6074299	0.7699808	0.0562350	0.7203336	0.0817628	0.1948493	1.0048924	1.0178193	0.7203336	0.5099813
0.2447311	0.0016101	0.0040249	0.9046394	0.1060171	0.9286823	0.9278453	0.8214631	0.5214038	1.1565679	0.5707036	0.1232686	0.0701073	0.7345221	0.3236386	0.3945374	0.4002903	0.3610841	0.9408790	0.7813228	0.1283534	0.8713505	0.5740072	0.6454894	0.6351656	0.8496704	0.8176571	0.2170904	0.9282268	0.0336016	0.7016979	0.1232686	0.0373144	0.7801100	0.9936897	0.7016979	0.9193856
0.2761029	0.0032874	0.0029401	0.8271900	0.1059676	0.9716901	1.2056845	0.8020418	0.5554894	0.9790160	0.4746046	0.0619207	0.0470685	0.8547040	0.3378726	0.4214498	0.3509343	0.2627363	0.9593176	0.8248098	0.0972860	0.8540993	0.5768150	0.8621690	0.6647026	1.0006174	0.8180629	0.2179569	0.8558437	0.1021620	0.6180559	0.0619207	0.0096682	0.9043646	1.2555741	0.6180559	0.9207545
0.2430387	0.0005767	0.0091437	1.0230326	0.1458226	1.0030734	1.1336363	0.7126887	0.6068731	1.0524411	0.5848723	0.0564856	0.1115736	0.8281419	0.3473843	0.2984234	0.4359716	0.3248206	1.0289702	0.8005076	0.1481992	0.8598282	0.6349249	0.5930007	0.7751936	1.0203319	0.7332109	0.2767250	0.9827582	0.0543241	0.6193451	0.0564856	0.0055694	0.7892523	1.0919049	0.6193451	0.8193045
0.2060881	0.0169033	0.0902909	0.3041698	0.2495831	0.9151435	1.0990878	0.4678505	0.5584162	0.9219508	0.6852933	0.2496805	0.1123890	0.7354432	0.1933011	0.3842772	0.1160107	0.4283805	0.7302585	0.7490626	0.1134577	0.7474600	0.4577835	0.7430096	0.4868346	0.8263610	0.6354508	0.4283398	0.9728197	0.0639698	0.3865859	0.2496805	0.7162813	0.7666626	0.8707510	0.3865859	0.3967012
0.1706924	0.0194293	0.1548379	0.6784646	0.3014945	0.8405384	0.8963071	0.5886894	0.5510128	1.1337292	0.7622755	0.0929012	0.1296889	0.6477531	0.2638293	0.3390862	0.0757533	0.5884945	0.7768139	0.7641464	0.0683814	0.6432192	0.4206054	0.8757396	0.5917105	1.0651845	0.5826125	0.7415976	1.0052159	0.0843573	0.4310004	0.0929012	0.7719157	0.8143907	1.0279146	0.4310004	0.4095646
0.0702325	0.0291015	0.1314521	0.6574202	0.2610720	0.8751466	1.0002371	0.4436820	0.3739110	0.8427712	0.6902023	0.1044318	0.1373154	0.6807077	0.1710892	0.3749624	0.1463336	0.3842789	0.7398769	0.9920027	0.0438694	0.7820253	0.3844085	0.7764813	0.5087711	0.8861788	0.5188108	0.5105505	1.0400289	0.0461714	0.3147790	0.1044318	0.6237242	0.8506704	0.9492891	0.3147790	0.2788616
0.2648100	0.0009095	0.0636130	0.2666800	0.5204502	0.9883568	1.0573449	0.2930506	0.3741735	0.9617940	0.5799506	0.2048441	0.1254420	0.9722301	0.4638368	0.4613888	0.0263618	0.0521069	0.5155554	0.9226379	0.0828704	0.3842654	0.5100782	0.6816215	0.6222145	0.6829945	0.2125920	0.5195576	0.8246124	0.0637894	0.0249652	0.2048441	0.7922444	0.8621006	0.9605130	0.0249652	0.1482040
0.2939758	0.0098131	0.0592314	0.4965383	0.4639601	1.0575288	0.8511617	0.1875070	0.4513561	1.3005839	0.5038204	0.1900218	0.0869009	1.1238323	0.4668499	0.3817513	0.0349951	0.0202842	0.4877865	0.8857238	0.1218739	0.3152769	0.4873390	0.7383884	0.5543076	0.5448143	0.2121506	0.4232223	0.7102765	0.0548307	0.0181319	0.1900218	0.8554207	0.9662880	0.9867410	0.0181319	0.2121691
0.2254365	0.0029516	0.0479633	0.4110701	0.5135737	0.8121791	1.0106414	0.4328649	0.3021991	1.0231859	0.4680595	0.2138727	0.0832625	1.0893649	0.3201325	0.3486351	0.0254839	0.0332934	0.5848061	1.0213032	0.2382995	0.2383925	0.4822665	0.7379040	0.4998614	0.7735443	0.3929093	0.6138950	0.6207675	0.0478405	0.0758373	0.2138727	0.8297136	1.0114168	0.9782200	0.0758373	0.1860016
0.2547265	0.0416025	0.0884215	0.6167096	0.1541887	1.0357168	0.8882724	0.6805731	0.4792954	1.0453847	0.6461124	0.0743644	0.0742760	0.6052599	0.3082810	0.4271642	0.0987077	0.5611223	0.8476833	0.7162986	0.1012710	0.6315678	0.4827290	0.7562513	0.6714497	0.8957510	0.7019840	0.5077221	1.1856745	0.0402610	0.4588273	0.0743644	0.2116123	0.8179680	1.0190560	0.4588273	0.4513242
0.1865973	0.0216341	0.0690092	0.5249571	0.1644933	0.9828259	0.9411635	0.6194172	0.4890808	1.1519221	0.7878355	0.1195473	0.0920782	0.7118027	0.2552096	0.3602758	0.1964948	0.3496140	0.9194011	0.7802731	0.0663136	0.6131936	0.4770782	0.7022708	0.5110699	0.7477917	0.5020875	0.4538274	1.0062458	0.1226538	0.3716066	0.1195473	0.2098654	0.9224487	1.0725091	0.3716066	0.5095622
0.2057190	0.0137746	0.0862841	0.6638656	0.2121544	0.8213596	0.9193774	0.6589494	0.4994353	1.0024278	0.8122513	0.0573394	0.1078097	0.6209086	0.2368033	0.4035654	0.0885460	0.4763828	0.8270933	0.7915567	0.0698757	0.7056228	0.3936900	0.7307277	0.6085802	1.0364045	0.7384576	0.4081005	1.0322373	0.0397931	0.4028861	0.0573394	0.2357578	0.9471944	0.8945969	0.4028861	0.4399424
0.2617266	0.0002728	0.2606882	0.4148429	0.1539452	0.8755423	0.8573556	0.7577897	0.5774303	0.8659502	0.6198576	0.2969989	0.0616047	0.9910617	0.4373329	0.4131767	0.0372583	0.0353685	0.6204194	0.6379556	0.1606095	0.8448329	0.4990584	0.6424000	0.5828587	0.8214514	0.9688817	0.3948055	0.2799915	0.0636171	0.0447645	0.2969989	0.0094098	0.8012378	0.9382141	0.0447645	0.5733033
0.2818941	0.0008436	0.2593624	0.4507381	0.1581045	0.9349693	0.9273125	0.7710500	0.4731514	1.0652576	0.3858217	0.5253996	0.0480952	1.0102725	0.5429279	0.3667402	0.0383056	0.0086500	0.5869574	0.7819645	0.1040940	0.6894098	0.5140394	0.7074385	0.5107328	0.6641502	0.7729603	0.4943906	0.0995906	0.1094379	0.0355905	0.5253996	0.0094450	0.7684286	1.0922254	0.0355905	0.5091437
0.2397041	0.0007097	0.2972526	0.2901404	0.1704653	0.7928236	0.8159637	0.7290041	0.3620438	1.0320607	0.5591380	0.4449579	0.1029350	0.9662344	0.5012035	0.4155901	0.0179672	0.0566365	0.6384604	0.7952470	0.1934446	0.8709808	0.5413724	0.5704624	0.8881493	0.7262498	0.9072602	0.4680117	0.2589300	0.0980870	0.0324642	0.4449579	0.0120555	0.7939000	1.0731288	0.0324642	0.6840494
0.0129532	0.0829717	0.3250563	0.6178510	0.1498812	0.6286793	0.8426754	0.5977580	0.6436230	0.9433603	0.8702075	0.4103657	0.2024466	0.2819160	0.0270747	0.2757113	0.1704789	0.6298631	0.7919588	0.8625955	0.0833184	0.7741427	0.1092717	0.7605323	0.6225314	1.0557300	0.8424540	0.5630059	0.8430035	0.1452551	0.5410970	0.4103657	0.8560157	0.8306303	0.8782294	0.5410970	0.5086895
0.3338627	0.1477467	0.6236647	0.7278978	0.1011023	0.7558073	1.0752836	1.0057047	0.9026505	1.0546708	0.7172367	0.1509857	0.2336670	0.1454799	0.0298806	0.0692973	0.3245016	0.3687453	0.6078989	0.3214741	0.0302529	0.8843725	0.1380216	0.9865390	0.6838995	0.9933471	0.8203305	0.4807194	1.0859484	0.0830729	0.8500777	0.1509857	0.7559271	0.9992457	1.1395716	0.8500777	0.3894814
0.2564014	0.1068485	0.6003490	0.6838385	0.0259648	0.7384655	1.0076137	0.9573588	0.9356060	1.1757702	0.7471467	0.1143635	0.2211373	0.1520699	0.0163445	0.0566529	0.3657517	0.4146548	0.7436387	0.1365177	0.0619699	0.8936015	0.0528803	1.0475329	0.6129926	0.8855495	0.7039996	0.3512975	0.9490734	0.1204384	0.8957674	0.1143635	0.8172010	0.8982912	1.0609555	0.8957674	0.4192527
0.2706848	0.1121145	0.7692521	0.7033798	0.0473823	1.0461870	1.0130865	0.9605741	0.8819589	1.0168890	0.8049617	0.2263290	0.2458576	0.1073273	0.0133574	0.0626581	0.2535815	0.3095137	0.6605746	0.1531847	0.0354029	0.8410286	0.0702854	0.9456812	0.5391489	0.8846559	0.7516484	0.3189905	0.9802440	0.1280974	0.6911678	0.2263290	0.8981014	0.8847027	1.1083999	0.6911678	0.4463122
0.0240194	0.0804658	0.2869027	0.5529860	0.1156632	0.5650604	1.0613475	0.6079774	0.5640208	0.8838611	0.9296142	0.2764393	0.1722582	0.2558044	0.0488198	0.3882886	0.2279135	0.4122080	0.7988562	0.6760684	0.0865634	0.8924731	0.1653858	0.7769275	0.5187336	0.8142295	0.6941680	0.5290891	1.0398338	0.1013852	0.6030441	0.2764393	0.8489236	0.9639084	1.0131065	0.6030441	0.3668435
0.2778984	0.0479414	0.5862526	0.6635371	0.0881160	0.8397712	0.9356107	0.5175170	0.7513256	1.0456032	0.8589241	0.5728559	0.2005664	0.2015638	0.0445834	0.1773016	0.2173134	0.5371385	0.7270395	0.4674918	0.0356663	1.0517114	0.1796632	1.0421595	0.5884723	1.0412654	0.9133605	0.4075538	1.0611434	0.0991337	0.6437413	0.5728559	0.8233228	0.9116937	0.8780749	0.6437413	0.4178257
0.4312665	0.1342760	0.5868065	0.6215347	0.0710600	0.9508960	1.0439921	0.7954906	0.9724143	1.0962323	0.6230533	0.6881892	0.2513310	0.2204271	0.0163505	0.0606766	0.2015926	0.7698042	0.6017297	0.2439449	0.1682854	0.8078390	0.2201764	0.8865612	0.4582217	1.1109341	0.8368391	0.4264823	0.9243463	0.2299602	0.6747838	0.6881892	0.7397125	0.9276636	0.9282707	0.6747838	0.5617399
0.4118876	0.3265124	0.8455506	0.6590552	0.0604389	0.8603722	0.8183927	0.8939833	0.8299782	1.1335545	1.0087062	0.8445214	0.1777219	0.0985599	0.0055455	0.0980217	0.2538612	0.8588133	0.7086226	0.3007616	0.0684475	0.9681929	0.2763226	0.9753700	0.6796682	0.9912409	0.7628979	0.5305234	1.0673708	0.3157959	0.7359263	0.8445214	0.9330096	0.8778263	1.0226793	0.7359263	0.8036196
