G1241	G888	G1183	G365	G1250	G1432	G803	G28
0.0057827	0.2590986	1.0126735	0.7234897	1.0548839	0.6741888	0.1197259	0.8941527
0.0376569	0.3157404	1.1283577	0.6707528	0.8709141	0.8207317	0.1564883	1.0015066
0.0511109	0.2702632	1.2316874	0.6748703	0.9699317	0.5992244	0.1899050	0.9288609
0.0464693	0.3252284	1.0171442	0.6815227	0.8777360	0.4373441	0.2625977	0.9509236
0.0317189	0.3116963	1.0198118	0.7469441	0.8540781	0.3511630	0.2042195	0.9126523
0.0157253	0.2406986	0.9473136	0.7337958	0.8932237	0.5237996	0.2035922	1.0414579
0.0769248	0.4111866	0.9995192	0.7547398	1.0430098	0.5503123	0.2704502	0.9275228
0.0539443	0.2631247	0.9341368	0.5794605	0.9909849	0.5651033	0.2779353	1.0266533
0.0234912	0.2746824	0.9473270	0.8849003	1.0712367	0.7327077	0.1789011	0.9342278
0.0484883	0.3697608	0.9681860	0.6405790	0.9456685	0.5654464	0.1482214	1.0510440
0.0374721	0.2921977	0.8270481	0.5644914	1.0495827	0.8519722	0.1563917	1.0384283
0.0188662	0.2745965	1.1816656	0.7634649	1.4245352	0.6395116	0.1279703	1.1123657
0.0115660	0.4134927	0.9386789	0.7384496	0.8445989	0.6724794	0.1664363	0.9252792
0.0313185	0.2388388	1.1810222	0.6554301	1.0329381	0.5885954	0.1173035	1.0670301
0.0477828	0.2753314	1.0451723	0.7359748	1.2373894	0.6674713	0.0810197	0.9837331
0.0684930	0.2591423	1.0953745	0.7746286	0.9375943	0.3561770	0.1988387	0.9216517
0.0169364	0.1719956	1.1823179	0.6682200	0.8015107	0.4263194	0.5036340	1.0261355
0.0676747	0.0669224	1.1386072	0.5864096	0.8348940	0.2678977	0.4829940	0.9156939
0.0816718	0.0113443	1.2436225	0.7968013	0.6211680	0.2622555	0.3664660	0.9409552
0.0445318	0.0955355	1.0732074	0.6160262	0.8361188	0.2870008	0.3729640	0.9997524
0.0716455	0.0571502	1.0510670	0.6661592	0.5687624	0.3117488	0.4488200	1.0019013
0.0899507	0.0170968	1.0019825	0.8465259	0.6860928	0.2685190	0.4911688	1.1062758
0.0130285	0.2492331	1.0485281	0.8088727	0.7987232	0.2864068	0.4453642	0.9990823
0.0706145	0.0669724	0.7236918	0.7343018	0.6928538	0.3811883	0.4309069	1.0805938
0.0709968	0.0178137	1.0343626	0.7244663	0.6372942	0.3113402	0.3198211	1.1906064
0.0590485	0.3577169	0.9042046	0.8441044	1.0327231	0.3245955	0.2254641	1.0821100
0.0487017	0.1648559	0.9465993	0.5433417	0.9011041	0.9447357	0.0586655	0.6716016
0.0314243	0.2028151	0.9648376	0.6285621	1.0600887	0.7124708	0.0116942	0.7701463
0.0572004	0.1866359	0.8697023	0.5600976	0.9033129	0.7393601	0.0679404	0.1470495
0.0719110	0.3266316	0.6921450	0.5836108	0.8660677	0.9849181	0.0020632	0.0369690
0.0217411	0.0622206	1.0292084	0.4892641	0.9095242	0.9528533	0.0765678	0.1578133
0.0511038	0.0668092	0.9498739	0.5425929	1.1214775	0.9547033	0.0979966	0.0308520
0.0896862	0.2368933	1.1740474	0.7776731	1.1122450	0.8748925	0.0133287	0.1287914
0.0367880	0.3982275	0.9317159	0.5352518	0.8577072	1.0543527	0.0000478	0.0099075
0.0762315	0.0295433	0.9812469	0.7020306	1.0421929	0.9650644	0.0422866	0.1441984
0.0616085	0.0589388	0.9659158	0.5677116	0.8843185	0.8633487	0.0323919	0.0427902
0.0369529	0.1881826	0.9308636	0.4247564	0.9559947	0.2454282	0.0674147	1.0877540
0.0509279	0.1785348	0.9782338	0.5157860	1.2424688	0.2305396	0.0859160	1.0141435
0.0669947	0.1580138	1.2062159	0.3556730	0.9793184	0.2433009	0.0733948	0.9487415
0.0577366	0.1704114	1.0322812	0.3297905	1.0274051	0.1962145	0.0642491	0.9448420
0.0572432	0.1440168	1.0200970	0.5497038	0.9585119	0.3117097	0.2118438	0.9106138
0.0348905	0.0380013	1.0108386	0.3839662	1.0341722	0.1833860	0.2276382	1.0089093
0.0454327	0.0685279	0.9649736	0.3582442	0.8857919	0.2402570	0.1311281	0.4531100
0.0918951	0.0020957	0.9011239	0.4526409	0.8689658	0.1592965	0.1911342	0.3281568
0.0159032	0.1186090	1.0975484	0.3410876	1.0217340	0.1987011	0.2651232	0.5626838
0.0691911	0.0113186	1.0772801	0.2430901	0.6760409	0.1241033	0.2335310	0.4051190
0.0886277	0.2894443	0.9479251	0.8111779	0.8916288	0.3672844	0.1956060	1.0965685
0.0535766	0.1606625	0.8747436	0.3037062	0.7709564	0.2526003	0.0491213	0.4595373
0.0367113	0.0112907	0.9200416	0.3970576	0.9835284	0.3806223	0.0664197	0.2797783
0.0182083	0.2475965	0.8571013	0.7177836	0.9250464	0.5158768	0.2747227	0.9876878
0.1776865	0.2190227	0.8763804	0.6390710	0.7424611	0.2409603	0.3648414	0.9368180
0.2958492	0.2648956	1.0113922	0.5356284	0.6058659	0.1137496	0.3457146	1.0589766
0.2903043	0.2784671	0.9640268	0.6436698	0.7412125	0.2225671	0.4577525	1.0592986
0.2002364	0.2556137	0.9766747	0.7427144	0.6830316	0.2611484	0.3663293	0.9381471
0.2971179	0.2132957	0.9878380	0.6460642	0.4738497	0.1593073	0.4184382	0.9544697
0.3092056	0.2755955	0.9745245	0.7338561	0.6496271	0.1641445	0.4025039	0.9551731
0.0271591	0.2183248	0.9638051	0.6795881	1.0603060	0.4303989	0.3071450	0.9172704
0.0554243	0.2572618	1.0270738	0.6986443	0.9368298	0.4713311	0.2870509	1.0518108
0.0279676	0.3302835	1.0572216	0.8644220	1.0080406	0.4732594	0.3039056	1.0745519
0.0367846	0.3253402	1.1057937	0.7241737	0.9389208	0.4440267	0.2076322	1.0334191
0.0425531	0.3081975	1.1009750	0.7949274	1.0265097	0.4029387	0.2871052	1.0434800
0.0283087	0.2524539	0.9876103	0.7785470	0.8061904	0.5522554	0.2769323	0.9017009
0.1125069	0.1929846	0.8483594	0.7869543	0.9132787	0.3875630	0.3240403	0.9058769
0.0535913	0.2139437	0.9450150	0.7708232	1.0649052	0.3943317	0.3966528	1.0261061
0.0481961	0.2755813	1.1044523	0.7004928	0.9039366	0.4532833	0.3082646	0.9950389
0.0247760	0.2553906	0.9359020	0.6832562	0.9150180	0.2921918	0.3375317	0.9633911
0.0523503	0.1348883	1.1191075	0.8234179	0.9388478	0.2842267	0.4420573	0.8641924
0.0396099	0.0476443	0.9600915	0.9387199	0.7684802	0.3311631	0.4485821	1.0188693
0.0170292	0.1230673	0.8096452	0.6339218	0.9264358	0.4445785	0.5218473	0.9015149
0.0584384	0.1325807	0.7651913	0.6979926	0.8343537	0.3295048	0.4407561	0.8767456
0.0573731	0.1262027	0.9874104	0.7343418	0.9438393	0.3664437	0.3947121	1.0763692
0.0343926	0.0722407	0.8421880	0.8554832	0.7571607	0.3417858	0.4333606	1.0219361
0.0343595	0.1174937	0.9111950	0.7584899	0.7826387	0.4297264	0.5217526	0.9789356
0.0460510	0.0900637	0.9310935	0.6001878	0.7637533	0.4032584	0.5994725	0.8932563
0.0128928	0.1360203	0.9671809	0.8020381	0.8184248	0.3609179	0.3903885	0.8880480
0.0338299	0.0729517	0.9676828	0.8168439	0.9263291	0.4840510	0.4211601	1.0875038
0.0594281	0.3330677	0.9914019	0.7458313	0.8085061	0.3854386	0.2308895	0.8525435
0.3147400	0.7774797	0.9481825	0.5816952	0.9574798	0.1308972	0.1632740	0.7442231
0.3873037	0.6068990	0.9661839	0.7748432	0.8049402	0.2360044	0.1789741	0.9304735
0.3461484	0.5893757	0.8923421	0.8243056	0.9350039	0.1187979	0.1148509	0.8390459
0.4118212	0.5441003	1.0553740	0.7527629	0.9608626	0.1771593	0.0746384	1.0041576
0.6896592	1.1838781	0.9757353	1.0645756	0.6510497	0.0866803	0.2034915	1.0124295
0.3733999	0.7512039	0.9685481	0.7471159	0.7091415	0.2426384	0.1838301	0.8546340
0.3132969	0.5949099	0.9055465	0.9333629	0.6966233	0.2050407	0.2111533	0.9185550
0.0593544	0.3868007	0.8005145	0.6696731	0.8728844	0.3379509	0.1998580	1.0296299
0.0396468	0.2753061	0.9026776	0.6414953	0.8464071	0.7016639	0.1378004	0.9611864
0.0876097	0.2771073	0.8467656	0.7309145	0.8751122	0.6416868	0.1496584	1.1896832
0.0294989	0.2319229	1.0191006	0.7584278	0.8231944	0.6945445	0.1749667	0.9462176
0.0436195	0.1524445	0.9865657	0.7234085	1.0629475	0.7545761	0.1202162	1.1126781
0.0344369	0.2652065	1.0219678	0.6905571	0.9671276	0.6872238	0.1583996	0.9098770
0.0979838	0.1120761	1.0942930	0.6946015	1.0529930	0.6760386	0.1351609	1.0891386
0.0631460	0.2612419	0.8804937	0.7977026	0.9380324	0.3956777	0.2818902	0.9886981
0.0228561	0.1327467	0.9669849	0.6146961	0.9239390	0.4021885	0.1493065	0.7486747
0.0178993	0.0951050	1.1620103	0.5465145	0.7781256	0.4873425	0.1392603	0.7299919
0.0058690	0.0350158	1.0162267	0.9224092	0.7749561	0.5905904	0.1696437	0.9377832
0.0458170	0.3120998	0.9573594	0.7650017	0.9323347	0.4965834	0.1850068	0.8778666
0.0300405	0.1006283	0.8017940	0.6694381	0.8678274	0.4885563	0.1813331	0.8151066
0.0231003	0.0394264	0.9419053	0.6450625	0.6709802	0.4124025	0.1214172	1.0242953
0.0256220	0.0045214	0.8920049	0.7303033	0.7184716	0.4414439	0.1698516	0.8892804
0.0480107	0.3156858	0.8341306	0.8578307	0.9124601	0.4833756	0.2384962	1.0435869
0.0587391	0.1542565	0.9694748	0.6108972	0.8192894	0.4614421	0.1307981	0.9314126
0.0107706	0.0183817	0.9788260	0.5828667	0.8339342	0.5482477	0.1085850	0.7621746
0.0346632	0.0003891	0.9328604	0.6256582	0.7416249	0.6025641	0.1914421	0.8711422
0.0462483	0.2692358	0.9445184	0.7762784	0.8546062	0.4180436	0.2662131	0.8373064
0.0385671	0.1662030	0.9393974	0.7410860	0.8035019	0.4795223	0.2178449	0.8903435
0.0356628	0.0963093	0.9235087	0.7168622	0.6702736	0.5378992	0.1445633	0.7633304
0.0115844	0.0690220	1.2114258	0.7610865	0.7213458	0.5379824	0.1659315	0.8752056
0.0371127	0.4512178	1.2229873	0.5848950	0.8928509	0.5519937	0.2104740	1.1353440
0.0574941	0.4835880	1.1407341	0.7189700	0.9564164	0.5434521	0.2882595	0.9696368
0.0452357	0.3904770	0.9805255	0.5690490	0.8861637	0.5923772	0.3582731	1.0516209
0.0386804	0.4486281	0.8568299	0.5435329	1.1154021	0.5542425	0.3157239	1.0193139
0.0254448	0.2760865	0.9733048	0.5070090	1.0683215	0.6882916	0.2789692	0.8976876
0.0507658	0.3061344	0.9410195	0.7082104	1.0450736	0.6057724	0.2044870	0.8773104
0.0370605	0.2272866	1.0486908	0.8361877	0.8419274	0.4235382	0.1815819	0.8814526
0.0567569	0.1555681	0.8493776	0.6464192	0.7790580	0.6515087	0.6402783	0.8296521
0.0533286	0.0907234	0.8202493	0.7121756	0.6035045	0.5426854	0.9134771	0.8091517
0.0699841	0.1223667	0.7619450	0.6464591	0.6514932	0.5287774	0.7842051	0.6228596
0.0369337	0.2061639	0.9038004	0.7017245	0.6790997	0.6253433	0.6961418	0.8068952
0.0619935	0.0963097	1.1542785	0.7155992	0.8371885	0.5171461	0.6548107	0.6017823
0.0723856	0.1256583	1.0115400	0.7625595	0.7131217	0.6390707	0.8201603	0.6619795
0.0256082	0.1693432	0.8805318	0.7797104	0.8032824	0.5068422	0.6595200	0.8629155
0.0352386	0.0985092	0.8621893	0.4880599	0.5069491	0.5821449	0.8256872	0.6803174
0.0781958	0.0907538	0.9200848	0.5294967	0.6003910	0.4933907	0.6505091	0.5871067
0.0993298	0.1469123	0.9670724	0.6633289	0.6540949	0.5140364	0.7699966	0.7579277
0.0646092	0.0406088	0.9325506	0.8295094	0.6525910	0.6006662	0.6869055	0.7096899
0.0639366	0.0000000	0.9710327	0.6923522	0.5729454	0.6680643	0.8659049	0.5724497
0.0364818	0.1113492	0.8631316	0.9227595	0.6787344	0.4952020	0.6477315	0.6788429
0.0457062	0.0659189	0.8646653	0.7051158	0.6133772	0.5601990	0.6928894	0.8027589
0.0656843	0.0508245	0.8932862	0.8483297	0.6830109	0.5637466	1.0074530	0.5909665
0.0182535	0.4848351	0.8883315	0.8607165	0.7901632	0.4767906	0.4536021	1.0771950
0.0092778	0.1470913	1.0859045	0.8403416	0.9738432	0.5788215	0.6130171	0.9397613
0.0313097	0.2736788	1.0366022	0.8103433	0.8451719	0.5228416	0.2580572	1.1444374
0.0392451	0.2445845	1.0824687	0.7177213	0.8486243	0.5080609	0.5758656	0.3032408
0.0353362	0.3330433	0.8778385	0.5003498	0.9728016	0.7251263	0.6822522	0.0423875
0.0246117	0.2498366	1.0022723	0.5703583	0.8470698	0.3572155	0.2247198	0.9488760
0.0199194	0.2835201	0.8206158	0.5850096	0.8926055	0.5031557	0.5612450	0.3481406
0.0064476	0.3546801	0.9269160	0.3830364	0.7830344	0.7884183	0.6718430	0.0098856
0.0560788	0.3193342	1.0290294	0.6832051	0.8904680	0.4883708	0.2488261	0.9745323
0.0424011	0.3038591	1.1465819	0.6320693	0.9288598	0.4194659	0.2057428	1.1613885
0.0321925	0.3182659	0.9724376	0.6776317	0.8983567	0.4364789	0.2701916	0.9726821
0.1761206	0.4072927	1.0185097	0.8848067	0.8739337	0.6011734	0.1197511	0.9324135
0.2729027	0.3360327	1.0032143	0.7675755	0.8988379	0.6026049	0.2665494	0.9589992
0.1923363	0.4673174	1.1268288	0.8233003	0.9578026	0.6952388	0.1809785	0.9141473
0.5082987	0.2082112	0.8979426	0.7338043	0.5377922	0.5034988	0.1565155	0.9509399
0.4590353	0.2786651	1.1780073	0.7880711	0.7377161	0.5671157	0.2236914	1.0506420
0.2927349	0.3135514	0.8262908	0.8110670	0.7432451	0.5756474	0.1382296	0.9370216
0.2396725	0.4276610	0.7843398	0.5700346	0.9688306	0.4648577	0.1323181	0.4001638
0.3794843	0.4195757	1.1203051	0.6806733	0.6548354	0.5805899	0.1885282	0.4385244
0.2235346	0.3354406	1.0076113	0.7234583	0.8279225	0.5795181	0.2017218	0.4719026
0.7637602	0.4775490	1.2085407	0.8584694	0.8567829	0.9310770	0.3129004	0.2723119
0.6899361	0.5494496	1.0732141	0.9099691	1.0631264	0.6951116	0.3280035	0.2233675
0.7084146	0.5023611	1.0763209	1.0782840	0.8948936	0.8296416	0.2158782	0.1640305
0.0866591	0.2460353	1.0077587	0.7470647	0.9819555	0.4524764	0.3328914	1.0838846
0.0300488	0.3068329	0.9758876	0.6059267	0.8838121	0.4928272	0.2872571	1.0290752
0.0417628	0.3819469	1.0702751	0.7479173	0.8946131	0.4972276	0.2595644	0.9410503
0.0833377	0.2481783	0.9609212	0.7388542	0.9914660	0.4359632	0.2056941	0.9906364
0.0270878	0.2929023	0.8827511	0.7370200	0.8551909	0.3421678	0.2515374	1.0692842
0.2178046	0.3688088	1.1322560	0.6728425	0.9810226	0.6917133	0.2045211	1.0444575
0.1787434	0.4021958	1.0413028	0.7056278	0.8625699	0.5952781	0.2782559	0.7355171
0.2501295	0.3889002	1.1057763	0.7504681	0.8604551	0.5802380	0.1920173	0.9236754
0.5313196	0.2624286	1.1775555	0.7999168	0.8070416	0.7814608	0.1052529	1.0098870
0.3796137	0.2792031	1.0573422	0.9300857	0.7892029	0.5304477	0.0708972	0.8740397
0.4247443	0.2647894	1.0837531	0.8384019	0.6292511	0.5690373	0.1285913	0.9730460
0.2313615	0.3414891	0.9616269	0.6532968	0.8199571	0.5802626	0.1997675	0.4773125
0.2980125	0.4739016	1.1710751	0.6354981	0.8435345	0.4881948	0.2269465	0.3280887
0.2301341	0.4671020	1.0101425	0.7399176	0.7701549	0.5816811	0.1990000	0.3842226
0.9066721	0.8144347	0.9013247	1.0438372	0.8206170	0.6352900	0.2339303	0.1894851
0.7213678	0.6635993	0.9229003	0.8356255	0.7189742	0.6881969	0.2322581	0.2305578
0.7372060	0.7332118	0.9223494	0.9292990	0.8603245	0.6116159	0.4143644	0.1733184
0.0507749	0.2903536	0.9127603	0.7381789	0.8954195	0.3382230	0.2138888	0.9378906
0.0278588	0.2537896	0.8824241	0.5944110	0.9160872	0.4439269	0.3634739	0.9449339
0.0800453	0.3250493	0.9296136	0.5797372	1.1106240	0.4547181	0.3678803	0.8414182
0.0253145	0.3486098	1.1288214	0.8691481	1.0303411	0.3233158	0.5853608	0.7428753
0.0408278	0.2115371	0.9064119	0.7402921	1.0256224	0.3786901	0.4390919	0.7701789
0.0260095	0.1606743	1.1974423	0.7380020	0.9854126	0.4240947	0.6286208	0.7844133
0.0274627	0.2541560	1.1134376	0.7180729	1.1365364	0.3626558	0.3692117	0.9296781
0.0033961	0.5736778	1.0649126	0.7503752	0.5504723	0.5810025	0.0392170	1.1138551
0.0137781	0.4363557	0.9927817	0.6946684	0.4867297	0.5015066	0.0260290	0.8358312
0.0497303	0.3512670	0.9724690	0.3107977	0.7394774	0.6768467	0.3185066	0.7950020
0.0419042	0.2709160	1.0990198	0.3771386	0.9789050	0.9213471	0.2826408	0.9440935
0.0254367	0.1757165	1.0015024	0.8323219	0.7045088	0.7276064	0.3711394	1.2030121
0.0359305	0.2549489	0.7679172	0.8504768	0.5457070	0.7689299	0.2655525	0.9931035
0.0265856	0.1503205	0.8087850	0.7616680	0.4833618	0.7102611	0.3230153	1.1543219
0.0502076	0.0875421	0.9782314	0.7430916	0.7932054	0.1822546	0.3389057	0.6888855
0.0359277	0.0925880	0.8942888	0.6215498	0.9677357	0.1732298	0.2990788	0.9262904
0.5758771	0.0292888	1.1095834	0.6907904	0.4343732	0.4436149	0.2327981	1.0951185
0.4396939	0.0038462	0.8122887	0.8598280	0.5515540	0.4413531	0.2623297	1.0652016
0.5256669	0.0165504	0.8644455	0.8250503	0.3715825	0.4331698	0.2327403	0.8933871
0.7220650	0.0363539	1.0240958	0.7223727	0.2851731	0.3632873	0.1953886	1.0504331
0.5071830	0.0247723	1.0475828	0.7982182	0.2733350	0.4097346	0.1892359	1.1854937
0.6037177	0.0332932	1.0817161	0.8553766	0.3916112	0.3756270	0.1969202	0.9868231
0.4703385	0.0403126	1.0919007	0.8114378	0.2715063	0.3362475	0.2190172	0.9918340
0.0363617	0.5933756	1.1958410	0.6630232	0.2977249	0.5535223	0.0814769	1.0539075
0.0593397	0.4941889	1.1178579	0.7848722	0.4618421	0.4893843	0.1028037	1.0305445
0.0423243	0.5371077	0.9207215	0.7939930	0.3845978	0.5162680	0.1289346	1.0000452
0.0193639	0.4504211	0.9083832	0.7741266	0.4862926	0.5510814	0.0792110	1.1030685
0.0097796	0.6199304	0.8488303	0.9732701	0.5703975	0.5160201	0.0954363	1.1014057
0.0182097	0.3884088	1.2201397	0.6606782	0.4270609	0.5518067	0.0619633	0.9391861
0.1451604	0.2352559	1.1024425	0.7534423	0.9936683	0.8013815	0.0693133	0.7376558
0.2608123	0.1337538	1.1800285	0.7200086	0.8756458	0.7079013	0.0417911	0.7505764
0.2679447	0.2932570	1.0083933	0.8680709	1.0070291	0.8338987	0.0509938	0.7828309
0.2374164	0.1732195	0.9566328	0.7805703	0.7929522	0.8111260	0.0533368	1.0279970
0.1937607	0.2749681	1.1427014	0.8372128	0.8400739	0.6606121	0.0214895	0.8215877
0.2931397	0.3639335	0.9176422	0.7904908	0.9227895	0.7157935	0.0464959	1.0478623
0.2665362	0.1874849	1.0752784	0.8718844	0.1754168	0.7512062	0.0317623	0.9866852
0.2121458	0.3141611	0.8683616	0.8170160	0.2349116	0.6950857	0.1076659	0.7648685
0.1921469	0.1553125	1.0838569	0.7392923	0.2420656	0.8712814	0.0469243	0.8853006
0.1911047	0.1194143	1.3231754	0.7974759	0.0276592	0.6662004	0.0236268	1.0088208
0.2533263	0.2066149	0.8995417	0.7240647	0.0461508	0.8301993	0.0724278	0.8043320
0.2075655	0.1528199	0.9865569	0.7246906	0.0872832	0.7720859	0.0506901	0.7797976
0.2259788	0.2062080	1.0209719	0.9071907	1.1115460	0.9473084	0.0426360	0.9439876
0.2070471	0.2351861	0.9287927	0.7957861	0.9168089	1.0017680	0.0873591	0.8608858
0.2109336	0.2026964	0.9717275	0.8711929	0.9835796	0.6963540	0.1012755	0.6600543
0.2831512	0.2664207	1.0796271	0.6554759	1.0330122	0.8674496	0.0415535	0.8203127
0.1610608	0.1579417	1.0088964	0.8547844	0.9377681	0.6229220	0.0647379	0.9693564
0.2198886	0.2148612	1.3015794	1.0207970	0.8680814	0.7359802	0.0375168	0.9440205
0.1751208	0.1475514	1.1010531	0.9097679	0.8710845	0.7892537	0.0424071	0.9566792
0.1806577	0.1924112	0.9323539	0.8920100	0.9673396	0.8807997	0.0408516	0.8848351
0.2081332	0.2431397	1.0906372	0.8172618	0.6945847	0.7451442	0.0446761	0.8995817
0.2215218	0.1968293	1.0372873	0.8870839	0.8607012	0.7962129	0.0283772	1.0074330
0.4333741	0.1532949	1.0369962	0.7914565	0.7356503	0.4492391	0.4705962	0.9193069
0.3054077	0.1630284	1.0008744	0.6742963	0.8525502	0.4957419	0.3637701	1.0147118
0.3490822	0.3135285	1.0301394	0.7505966	0.7988856	0.5042687	0.4395173	0.9843610
0.2384567	0.2315970	0.9381618	0.8545390	0.8523209	0.4646229	0.3849409	1.0487481
0.0401631	0.2319514	0.9592242	0.7409192	1.0903840	0.3055120	0.3683522	1.0134597
0.0673582	0.2316013	1.0941331	0.6862748	1.0067460	0.3414872	0.3886573	1.0756591
0.0609889	0.2941215	0.9296296	0.6775451	1.0445592	0.2453993	0.3587667	0.9628415
0.0908351	0.1622344	0.9535778	0.6946127	0.8694166	0.3358339	0.3967112	0.9348676
0.0713067	0.2666445	1.1670512	0.7464836	1.0536124	0.1829304	0.5105068	0.9387467
0.0577833	0.1608870	0.8774171	0.5433035	0.8701054	0.2846157	0.4606798	0.9886254
0.0632583	0.2911963	0.7948677	0.5826811	0.9397506	0.2489362	0.5159104	0.9462845
0.1465355	0.2677254	1.0644452	0.8218074	0.4241743	0.5235894	0.2391157	1.0053627
0.1117160	0.2748998	1.0869824	0.9078321	0.2423615	0.5499269	0.1701248	1.1565367
0.0322847	0.1740726	1.0541930	0.7277014	0.4565786	0.7031460	0.2178293	1.0874378
0.0562973	0.3297230	1.0381917	0.5407093	0.4198302	0.4573590	0.3085631	1.1114132
0.0345845	0.6641812	0.9802626	0.5008900	0.3255142	0.5009167	0.3315517	0.4298828
0.0402615	0.4769512	1.2426030	0.5482110	0.2966826	0.6888186	0.3865507	0.3386952
0.0162794	0.5893400	0.6948063	0.3830265	0.1880490	0.6292340	0.4616883	0.3548244
0.0965302	0.3066668	0.8370706	0.4169006	1.0660043	0.1654763	0.3261209	0.4608830
0.1567372	0.2876681	1.1396837	0.2651308	1.1260547	0.2438390	0.3823430	0.5723982
0.0908336	0.3036101	0.9445077	0.2423361	1.1793886	0.2870357	0.3404303	0.5547777
0.1154663	0.2857380	1.1206698	0.3424661	1.0182377	0.1402021	0.2589935	0.4955858
0.1432387	0.7650735	0.2347553	0.3877854	0.8839833	0.7034622	0.5811697	0.0000000
0.1089232	0.4045427	0.9966021	0.3595705	1.1131088	0.3417105	0.3190664	0.4520380
0.0863180	0.2703777	0.9619326	0.2781781	0.8367333	0.2652799	0.3309924	0.4328864
0.0295450	0.3991736	1.0513759	0.3034288	1.0630647	0.2184582	0.4077278	0.6204921
0.1218427	0.2936620	1.0813678	0.2506414	0.9025433	0.2384050	0.2615947	0.5349643
0.1299877	0.3541446	0.8955806	0.3802064	0.9959507	0.3036539	0.3004165	0.5409496
0.1748498	0.3586044	1.1963597	0.2747083	0.9608884	0.1782011	0.4201770	0.5428007
0.1303624	0.2378541	0.9518931	0.2872900	0.9079300	0.2308175	0.2939016	0.5650918
0.0745133	0.2862792	0.9812891	0.2711729	0.7777587	0.1526235	0.3166095	0.4924924
0.0442997	0.2200534	0.8945587	0.1886990	0.9092216	0.2133214	0.2678401	0.6129889
0.0588848	0.2681176	1.1219292	0.3096078	1.0352710	0.2442734	0.4323487	0.4878458
0.0808314	0.4360358	1.0986254	0.4920790	0.2361231	0.9305171	0.0366663	1.1582197
0.1106622	0.4071116	0.9484384	0.5480571	0.2309634	0.6330726	0.0291470	0.9129997
0.1850880	0.2116795	1.0343745	0.7030813	0.9525909	0.1102853	0.1815689	0.9337827
0.2362833	0.3179887	0.8799650	0.8383072	1.0080074	0.1002803	0.1888089	0.8955524
0.2097283	0.1241230	1.2125329	0.7899119	1.0084486	0.1271651	0.1985838	1.0986997
0.2553103	0.2142892	0.9163700	0.8453164	1.0263360	0.0804090	0.1510267	0.8080956
0.1252100	0.1808243	1.0453338	0.8596641	0.9804178	0.1241189	0.2668833	1.0563699
0.1537281	0.1886343	1.0906415	0.8193954	0.8017017	0.1613188	0.1936330	1.2065763
0.2181433	0.1285668	1.1881099	0.7541134	0.9472618	0.1971075	0.2289150	0.7798058
0.3926748	0.2158825	1.0503941	0.7258837	0.5432790	0.4153041	0.1456704	1.0934192
0.2793425	0.1736088	1.0337988	0.6126437	0.6020967	0.2268705	0.1034964	1.2016925
0.0318435	0.0397753	0.8533891	0.2055720	0.9519617	0.3796998	0.2941730	0.6603519
0.1457880	0.1051994	0.8366058	0.2130153	0.9448595	0.2710591	0.3213419	0.6250022
0.0601340	0.0559096	0.9478772	0.6998383	0.2496302	0.1096909	0.2942140	0.8536304
0.0326790	0.0891623	0.9196041	0.7102758	0.3207973	0.0702751	0.2826206	1.0788566
0.0447273	0.5472857	1.2219665	0.6320258	0.8408012	0.9061750	0.2699163	1.1015116
0.0670615	0.6333279	1.0473879	0.8083524	0.9098996	0.9559400	0.2933880	0.9143910
0.0814515	0.6325386	1.1637286	0.7147894	0.6365808	0.6259292	0.1632455	0.8327913
0.0328183	0.4826603	0.9096741	0.6330176	0.8756982	0.7991259	0.2564595	1.1319993
0.1170901	0.6070589	0.9127916	0.7351090	0.7648031	0.7762502	0.1988800	1.0551952
0.0733285	0.3236162	1.0011781	0.6840657	0.8467169	0.6764757	0.1148951	1.0874871
0.0496603	0.6873745	1.1309309	0.6551316	0.8209041	0.8990632	0.1479525	1.0015999
0.0781337	0.5241612	0.8806589	0.6298550	0.9652526	0.9162106	0.0912356	1.0829174
0.0492941	0.6472676	1.0158380	0.6455108	0.7322169	0.8925542	0.1004466	0.8836426
0.0458924	0.6518717	1.0284120	0.8161740	0.8315068	0.7941505	0.1846266	0.9686707
0.0563491	0.6166879	1.0709120	0.6226417	0.8840816	0.8700599	0.0785377	0.9658010
0.0620860	0.5506195	1.0802804	0.7231242	0.7251980	0.7988943	0.1062121	1.1197193
0.0894350	0.6279863	1.0507871	0.8995185	0.9264299	0.9064163	0.2054362	1.1623479
0.0250769	0.3798430	0.9608362	0.6721512	1.1310985	0.6248429	0.0856673	1.0366749
0.0270202	0.4234142	0.8715513	0.7312264	0.8569826	0.7615193	0.0784623	0.8753315
0.0046751	0.4780427	0.9467901	0.8168560	1.0775871	0.6636937	0.0493661	0.9439258
0.0065920	0.3351221	1.0592352	0.7649067	0.8664974	0.8032697	0.0226474	0.9455172
0.0205565	0.4789468	0.9111143	0.7385342	1.0788164	0.6026569	0.0338772	1.0978846
0.0296636	0.4652029	0.9115469	0.7837583	0.9277187	0.6583504	0.0337640	0.9553905
0.1163748	0.2969626	1.0945528	0.5714099	0.9264434	0.1277214	0.2567995	0.8340085
0.0615918	0.4201251	1.0413985	0.5005536	0.8474027	0.1006790	0.1777821	1.0139423
0.3967942	0.0550234	1.0471429	0.7601919	0.5867836	0.4332806	0.7355558	0.8084291
0.4186174	0.0435718	1.1889876	0.7133659	0.5572810	0.3768411	0.8108625	0.7835660
