G117	G235	G820	G120	G171	G43	G5
0.5367456	0.9370601	0.8662653	0.8158717	0.2852938	0.0718517	0.2330669
0.5626268	0.9496762	1.0071803	0.9825939	0.0347200	0.0075157	0.3350087
0.4702478	0.8180884	1.0801017	0.9357730	0.3728907	0.0916250	0.2895171
0.5935528	0.9162935	0.9189054	0.9873176	0.0226861	0.0039949	0.3852627
0.5092517	0.7392921	0.9598503	0.9114871	0.4612529	0.9827752	0.2124285
0.5539935	0.9252804	0.9212403	0.9011929	0.3875688	0.1091003	0.3233621
0.6090911	0.9691544	0.7856683	1.0707218	0.5370258	0.0046584	0.2946628
0.5714533	0.5590313	0.9416759	1.0267223	0.5220978	1.0375014	0.2277601
0.7065175	0.5453462	0.9731600	0.6262728	0.9001461	0.8174725	0.2123484
0.5334316	0.4810954	1.0015546	0.5798966	0.7111794	1.0054401	0.1966969
0.5897854	0.6360181	0.8489391	0.6708857	0.7308667	0.7258779	0.1127197
0.7130677	0.5849712	1.2115148	0.5992752	0.6586159	0.9206785	0.1153724
0.5938458	0.5467955	0.9792822	0.5003394	0.6533447	0.9020007	0.1862627
0.6235900	0.4589248	1.0741113	0.4815989	0.7626066	0.9294396	0.0856660
0.6059363	0.6858214	1.0991552	0.9490776	0.4943860	1.1023720	0.2728858
0.4609508	0.7114843	1.0142008	1.0941212	0.5125025	0.9503890	0.2871213
0.4353600	0.5969580	1.0103891	0.8304193	0.4751730	0.9041299	0.2625492
0.5601226	0.6484377	1.0143673	0.7959741	0.6461644	0.9735143	0.1656430
0.5379655	0.7901452	0.8509605	0.8335129	0.5220839	1.1685740	0.2420910
0.4155773	0.4929419	1.0439785	0.7831802	0.5620363	0.9556021	0.1704994
0.5640822	0.8606363	0.8999035	0.8443424	0.5820785	1.1127314	0.2861562
0.6127140	0.6737529	0.8872315	0.8899160	0.6091736	0.9855935	0.2135840
0.4935755	0.6268022	1.0605634	0.7114024	0.5497364	0.9061713	0.1937591
0.7216715	0.6323538	1.1262568	0.7953928	0.6810225	0.9876159	0.2294649
0.3875959	0.5561560	1.0994738	0.7487340	0.5116495	0.9124647	0.2178625
0.3908154	0.6389481	1.0807890	0.6445116	0.5081022	1.0246668	0.2525482
0.5065680	0.5642831	1.0817287	0.7112427	0.6764711	1.0601322	0.2094471
0.4299373	0.5426708	1.1846534	0.8184870	0.6029726	0.9039264	0.2218498
0.5090988	0.5329095	1.1503051	0.8651483	0.5612311	1.1938910	0.3556349
0.3909778	0.5564272	1.1588363	1.0051526	0.6179565	0.8288462	0.3838429
0.3693984	0.4857204	1.1280787	0.8522992	0.5518441	0.9212229	0.2136129
0.5121644	0.4710812	1.0293977	0.7039978	0.6050361	0.9472140	0.2018512
0.4778478	0.5261788	1.0371219	0.9059513	0.4846491	0.7669222	0.1656419
0.2996349	0.5746724	1.1190651	0.8704625	0.5960847	0.8787261	0.2181442
0.6053371	0.5981579	1.0095752	0.9178087	0.4955961	0.8338480	0.2195703
0.8430225	0.6827631	0.4513321	0.8085382	0.3471889	1.1940075	0.0056759
0.5683518	0.9443179	0.4903264	0.8934234	0.5424305	0.9205247	0.0048743
0.6094896	0.7408102	0.4978718	0.8654322	0.4294838	0.8531115	0.0001341
0.7422905	0.6052871	0.4477773	0.8856536	0.4381913	1.0509822	0.0019184
0.7670354	0.7927512	0.6055388	1.0529091	0.3714747	0.2083660	0.0239148
0.6860710	0.7794340	0.3748850	0.8690794	0.3988123	1.0467931	0.0023874
0.9374767	0.6906963	0.5113368	0.9044833	0.3812063	1.0757388	0.0018387
0.4904159	0.7025635	1.0387811	0.8469351	0.5563633	1.1380887	0.2336951
0.4269980	0.9215916	0.9503598	0.5356412	0.7247103	0.9672421	0.1978809
0.3208992	0.8275915	0.6735376	0.5993120	0.7322111	0.9981349	0.1489259
0.4456302	0.9894473	0.8113477	0.4781599	0.6578397	0.9011915	0.1838885
0.3944174	0.9509568	0.8240008	0.5727451	0.5967738	0.8892087	0.1159976
0.5661088	1.0382638	0.8377051	0.5157117	0.7434546	0.9485970	0.2039544
0.3939865	0.8081732	0.8773225	0.5458440	0.8784404	1.0972161	0.1572517
0.6515741	0.7030796	0.9601480	0.9182980	0.4891875	0.9041766	0.2475679
0.4991439	0.7010268	0.9784819	0.7343229	0.3960669	0.7779426	0.1864683
0.4161071	0.6678666	1.0671740	0.7376877	0.5697259	0.9402402	0.2027642
0.5845148	0.6165232	0.9930975	0.6467582	0.6120160	0.6164155	0.2217058
0.5339474	0.6332183	0.9506004	0.8957526	0.5528406	1.1109892	0.2435318
0.4578997	0.6659340	0.9429154	0.7020462	0.4277023	0.6914868	0.2166656
0.5443753	0.5988950	1.0596932	0.6829337	0.5314523	0.6766867	0.2497398
0.3799183	0.5569349	1.1087431	0.7631741	0.4668755	0.6565071	0.2648663
0.6121819	0.7631271	0.9972527	0.7868415	0.5620767	1.1313707	0.2646154
0.5224045	0.7208645	1.0583836	0.8331482	0.5123049	0.7528319	0.2228540
0.3761804	0.5535435	1.0734277	0.7104785	0.4238261	0.6232911	0.2458260
0.3238393	0.5906506	0.9203286	0.7172596	0.4960572	0.9392484	0.2880905
0.4196401	0.6276226	0.9312649	0.8526527	0.6104034	1.0729108	0.2684232
0.2530480	0.7125770	1.0845148	0.3023276	0.4246644	0.1384543	0.2217208
0.1099453	0.4904746	1.0734297	0.1172302	0.4035057	0.0195438	0.1483036
0.0074318	0.4717697	0.8856411	0.0079221	0.4092387	0.0000000	0.4645875
0.3084870	0.7248429	0.9208000	0.4431221	0.5428351	0.8231659	0.0105043
0.1431857	0.5917792	1.2024135	0.4649326	0.5545361	1.1142017	0.0003216
0.1234891	0.8852839	0.9930637	0.4726672	0.6554515	0.9727938	0.0004153
0.3269383	0.8441464	0.9760555	0.3114926	0.5843172	0.8599268	0.0189688
0.1425686	0.6889119	1.3026341	0.3856931	0.5026961	1.0511906	0.0000000
0.0883912	0.6476115	1.0453551	0.3292244	0.6366772	1.0953574	0.0000000
0.5305319	0.6008102	1.0501562	0.8213629	0.5961720	0.9045580	0.2437159
0.3886409	0.6827924	0.8365588	0.7840891	0.4329153	0.7883395	0.1477249
0.4221059	0.7951747	0.9910763	1.0753724	0.3601977	0.5909146	0.1213072
0.5265936	1.0232164	0.9855201	0.9146695	0.5031320	0.8240508	0.1750961
0.5035373	0.5851732	1.1927009	0.9406807	0.5748965	0.7461039	0.1801904
0.5519659	0.8316041	1.0324357	0.9533220	0.4283276	0.6778495	0.1326749
0.7509724	0.8758663	0.9835012	0.9861103	0.4871467	0.6220127	0.1302506
0.5450422	0.5496978	1.0905442	0.8085912	0.3964044	0.7042631	0.1615377
0.5247843	0.8933535	0.8971153	0.8912533	0.5577072	0.7785974	0.1118778
0.5333327	0.9227647	0.9377924	0.9408674	0.5083392	0.7054669	0.1324250
0.4826495	0.6885153	0.9556527	0.8587578	0.5652931	0.7622573	0.1434765
0.5080843	0.8497903	1.0483996	0.7917732	0.5157287	0.6368914	0.1424538
0.5942262	0.9013321	1.0572600	0.9924689	0.4907500	0.6485612	0.0943651
0.4650185	0.8697585	0.9870407	0.7922338	0.4250361	0.7665996	0.1161267
0.4564164	0.9183785	1.1305151	0.7015654	0.4139464	0.7264855	0.1571213
0.6396860	0.8126186	1.0854607	0.9659475	0.5583767	0.6557703	0.1273739
0.4479113	0.6910248	0.6355316	0.8326236	0.4865277	0.8030819	0.3157994
0.5999202	0.6120718	0.4712484	0.9857393	0.4107056	1.0022531	0.3680831
0.4903985	0.6250913	1.1554424	0.9154628	0.5618224	0.9337742	0.1965980
0.6013381	0.5493892	0.4996656	0.6490179	0.9229632	0.9399222	0.2444215
0.5938254	0.5417351	0.3934154	0.6649376	0.9341518	0.9417203	0.1275120
0.5012811	0.7859941	1.1052623	0.8206402	0.5296429	0.9777740	0.1940999
0.6267850	0.6219252	0.7728085	0.8961764	1.0488529	0.1350555	0.1376890
0.6215068	0.8488825	0.3438480	0.6468663	0.8363813	0.0045629	0.2248251
0.5854161	0.6643528	0.8207035	0.7647880	0.4538680	1.0794932	0.3154638
0.5139781	0.9132573	1.0040675	0.9445229	0.4996183	0.9418961	0.2949252
0.4987627	0.6452523	1.0579497	0.8263941	0.5120198	0.9297849	0.2395303
0.5476497	0.9024636	0.7123589	0.8039612	0.4699621	0.9445605	0.2541247
0.5421407	0.8826239	0.8313399	0.6684213	0.6594830	1.0870611	0.2635629
0.3891105	0.8518890	0.7838002	0.6863227	0.5543483	0.9408022	0.2467780
0.3781249	1.0630607	0.5458018	0.7104255	0.5184792	1.0109814	0.2683948
0.3257458	0.9691813	0.6997070	0.6398685	0.6280105	0.9871764	0.2661152
0.2796694	0.9506188	0.5663682	0.5859982	0.4332973	1.1700032	0.2514914
0.4544345	1.0054846	0.6859880	0.6455468	0.6167901	0.4248497	0.0344712
0.5438654	1.0589938	0.6848517	0.8226595	0.6431455	0.3817068	0.0273392
0.4313514	0.8266435	0.8314693	0.7512290	0.4375570	0.3425670	0.0511476
0.3148704	0.9843575	0.4978296	0.6675134	0.5740171	0.1995859	0.0016053
0.3667651	1.0431158	0.5744819	0.4623626	0.5740731	0.1442736	0.0003348
0.4022145	1.1276608	0.8592445	0.5027482	0.4579874	0.1810142	0.0024898
0.6374251	0.7331897	0.8178129	0.8574780	0.5173671	0.9741445	0.2776575
0.5437785	0.6876685	1.0657914	0.7452678	0.6287106	0.9887979	0.2783290
0.6361788	0.6129667	1.0180489	0.9793987	0.4953240	0.9912328	0.2542247
0.5662330	0.7334927	0.9422319	0.8185229	0.5553294	0.9345716	0.2080612
0.5001348	0.7491416	1.0280095	0.7884768	0.5036839	1.0653766	0.2622689
0.6644612	0.9006047	0.8827700	0.2328530	0.3657855	1.0607478	0.1983204
0.9330586	0.8249243	0.8365604	0.2183335	0.6068174	1.3238169	0.2601699
0.9464785	0.8775954	0.7684719	0.2358596	0.5888624	1.1347377	0.3294289
1.0107443	0.8652589	0.5828150	0.0032750	0.5520532	0.8970034	0.0920923
0.8731645	1.0106975	0.4951082	0.0043926	0.4689478	1.0598427	0.1332763
0.9883863	1.0119989	0.4919857	0.0044884	0.5528354	1.0899149	0.0808441
0.7345913	0.9236622	0.7054751	0.3029812	0.4968868	0.3644034	0.0272247
0.6515197	0.8422406	0.7855040	0.2279243	0.5168551	0.4358562	0.0281604
0.7515114	0.7638879	0.6434599	0.2237425	0.5038270	0.3218754	0.0230327
0.9797556	0.9882290	0.5351322	0.0088912	0.5766923	0.1804667	0.0022402
0.9543361	0.9362883	0.4947306	0.0199362	0.4628466	0.1637930	0.0014195
0.9015325	0.9027230	0.5940205	0.0055939	0.4676741	0.1547399	0.0000065
0.5271436	0.7189700	1.1697740	1.0067157	0.5347760	0.9093398	0.2758710
0.5910836	0.8357822	0.8280544	0.8064894	0.4543625	1.0310047	0.2460357
0.6873193	0.8677208	0.8411920	0.6814800	0.4455594	0.8562531	0.1597048
0.7626684	0.9090605	0.5673329	0.7941657	0.6104044	0.8648948	0.1014501
0.8042126	0.8431024	0.5711203	0.8070649	0.6831321	0.8900946	0.2574810
0.9564650	0.9775148	0.5611248	0.9080634	0.4241949	0.9366494	0.1846436
1.0091958	0.7968488	0.6554222	1.0413773	0.5153892	1.0742328	0.2059991
0.3867759	1.1451069	1.1948363	0.6445123	0.8405937	0.6723940	0.1811978
0.3316909	0.8029121	1.0113348	0.5022589	0.8458621	0.7363933	0.1823278
0.3080344	0.8084409	0.9669780	0.4976074	0.5821939	1.0111494	0.1640540
0.2324360	0.8968313	1.2441345	0.6856603	0.7543536	1.1266620	0.2690061
0.1571599	0.4647306	0.9750640	0.3471950	0.5782925	0.9656366	0.2054817
0.1340815	0.5899354	0.8665075	0.3555282	0.6533691	1.0151775	0.1819942
0.2440006	0.5988857	1.0772824	0.3482870	0.5617367	1.0531451	0.2065153
0.5796588	0.2421679	1.1244373	0.5305957	0.9440294	0.7634532	0.1570993
0.8090200	0.3098785	1.1978643	0.5869702	1.0065286	1.0448167	0.1114715
0.6789170	0.9652625	0.8821696	0.8008118	0.6098592	0.5899973	0.1409692
0.2968362	0.9187282	1.1214933	0.8672586	0.7299162	0.4896853	0.0931483
0.4992948	0.9695429	1.0672889	0.8046782	0.6591171	0.4749251	0.1652608
0.3992651	1.0771763	0.9926285	0.8159914	0.7432886	0.7234438	0.0728767
0.5589206	0.9346823	0.9841480	0.8161275	0.6570748	0.6743027	0.2159577
0.5257446	0.9737314	1.0295262	0.8436350	0.5659485	0.4797476	0.1320926
0.5363461	0.9490145	1.1317434	0.8195102	0.5954888	0.5499705	0.0906240
0.3580715	1.1032551	0.6158672	0.4438408	0.5857921	1.0456923	0.0613681
0.3325591	0.9349863	0.5549827	0.5431543	0.5875948	1.0367085	0.1051748
0.2886972	0.9102688	0.7618279	0.6269526	0.5536940	0.9417298	0.0996627
0.3234815	0.9712542	0.5373742	0.6201927	0.5256223	0.9670256	0.0905603
0.3587558	1.0030991	0.6304632	0.6526597	0.4768552	1.1258897	0.1449300
0.3843188	1.0548695	0.4928460	0.4941874	0.4530296	0.9732820	0.0597591
0.3872205	0.8551439	0.8362994	0.7179362	0.7978461	0.9023258	0.2574013
0.4654243	0.7991560	0.7703212	0.5826374	0.7960423	1.1041122	0.2327843
0.4012248	0.8168534	1.0792697	0.7173847	0.8207181	0.9798296	0.2533971
0.4090526	0.7473274	1.0908150	0.5988741	0.7186428	0.9104892	0.2109192
0.2662430	0.8509519	1.0238315	0.6520359	0.8677160	0.9810006	0.1599507
0.4463076	0.7287134	1.2077147	0.6705355	0.6586128	1.0407037	0.2239085
0.3414907	0.7217164	0.8115657	0.6165884	0.8460271	0.9717509	0.1669176
0.2568226	0.9015970	0.9128632	0.6846187	0.7972081	0.9853086	0.1347420
0.3287583	0.8666610	0.9595543	0.8161561	0.7555270	0.9516964	0.1735229
0.2781968	0.7673471	0.9300420	0.7487899	0.5920345	0.9398694	0.2219841
0.4359327	0.9878203	1.0506956	0.8945002	0.9908503	0.8950150	0.2043242
0.4147152	0.8688044	0.8689978	0.6465194	0.8424197	0.9764117	0.1733622
0.2843798	0.8637291	0.9746771	0.6536490	0.7775282	1.0136821	0.2739418
0.3253641	0.9711923	0.9739543	0.6620077	0.7166479	0.9516978	0.2019437
0.3955534	0.7998784	0.7918839	0.7486584	0.7282591	0.9103724	0.0946857
0.4274592	0.8296955	0.9892643	0.8124155	0.9311049	1.0890191	0.1992732
0.2512055	0.9000054	0.9398079	0.7369141	0.7456333	1.0839273	0.2410537
0.3173634	0.8142385	0.8877479	0.5922101	0.8719385	1.0281016	0.2155303
0.4026078	0.9391637	0.9966315	0.6565673	0.7341460	0.8575209	0.1572048
0.4479104	0.8204857	0.9610356	0.7972121	0.6536568	1.2566149	0.1697840
0.3724115	0.8346202	0.9400932	0.7038793	0.8679848	0.9490915	0.2026781
0.5254890	0.6317495	1.0115072	0.6897143	0.9797662	0.9911714	0.2286835
0.6000918	0.9755621	0.8316622	1.0116973	0.5129719	0.7258105	0.3072123
0.4510340	0.7754957	0.9767479	0.7438410	0.4353426	0.7190263	0.2649344
0.5297521	0.8396795	0.8643648	0.8422753	0.4464403	0.6460139	0.3756467
0.5383574	0.8937613	1.0352880	0.8388303	0.4600009	0.6229916	0.2951140
0.4388727	0.7238705	1.1387236	0.6479026	0.5213576	0.6959513	0.1084159
0.5005387	0.6459201	1.0483798	0.6251220	0.6057782	0.7477013	0.1737347
0.5150249	0.5729222	0.8926039	0.7441357	0.5556854	0.9005401	0.1653244
0.3770817	0.6248850	0.9533267	0.6686545	0.5107793	0.5619422	0.1515326
0.4499347	0.5863336	0.9287676	0.7950775	0.5138683	0.7808757	0.1456047
0.3815547	0.7203554	0.9188400	0.7442551	0.5936259	0.9102163	0.1188504
0.4313021	0.6255888	0.8270735	0.6319365	0.5609788	0.8446374	0.2221106
0.4564204	0.8536410	0.9418634	1.0665621	0.3836748	0.9982725	0.3533890
0.4004894	0.8596882	0.9552296	1.0965660	0.4578949	0.9909820	0.2966083
0.4932943	1.0413231	1.0851844	0.8661725	0.4665112	1.0742752	0.2653039
0.4846991	1.0268810	0.8971630	0.9559304	0.3554451	1.0364133	0.2403652
0.7411859	0.3786429	1.0510495	0.8782642	0.4949628	1.0751791	0.2671098
0.7229830	0.4862392	1.0620621	0.9752677	0.4547971	0.9977297	0.2847666
0.6688836	0.6837228	0.8336839	0.8806336	0.5364706	0.9261990	0.3969613
0.4035224	0.5275054	0.8863393	0.7025771	0.6343409	1.0267410	0.2567510
0.4502265	0.4766356	0.8924268	0.9828312	0.5575600	1.0796138	0.2902453
0.2833531	0.3965645	0.9064284	0.7486523	0.4263038	0.9654512	0.2741219
0.4062328	0.5632505	0.8210353	1.0035685	0.4444697	0.9779884	0.2290709
0.3191926	0.6439071	0.8277629	0.9152146	0.5768064	1.1837738	0.2225938
0.4146470	0.4841059	0.9058353	0.7612786	0.4937814	1.0730204	0.1805446
0.5337597	0.4185124	0.9713649	0.8846199	0.4192532	0.9834108	0.1698545
0.4470599	0.4469774	0.8520478	0.8314988	0.4286515	1.1566709	0.2605702
0.5251666	0.5105217	1.0359682	0.9640776	0.4412915	1.1031724	0.3002705
0.5467974	0.5692790	0.9403875	0.9280547	0.6311638	0.9602339	0.2865920
0.4899515	0.4697573	0.9483573	0.9434365	0.5079229	1.0729993	0.3187503
0.4175308	0.5253131	0.8392639	0.8936195	0.6208504	0.8937229	0.2658348
0.4361031	0.4986743	0.9853387	0.8818214	0.5205281	0.9110384	0.2240250
0.4294780	0.5597685	0.8802778	0.8146561	0.5216793	0.8961021	0.2769820
0.3878511	0.4734755	1.0976578	0.9672286	0.4346232	0.8495734	0.2258660
0.5821353	0.6893088	0.9526325	0.9850606	0.4815769	1.1042931	0.2231527
0.4355684	0.7029678	0.9651013	0.8741059	0.4635475	0.8829533	0.2540131
0.4729142	0.6149475	1.1618846	1.0261909	0.5133460	0.8611104	0.1893867
0.4675124	0.7374396	1.1099799	0.9034167	0.5892511	0.9508568	0.1332776
0.6246997	0.7435513	0.9165121	0.7479671	0.5800230	1.1843602	0.2534170
0.5400257	0.4835174	1.1133784	1.0161308	0.5385893	1.1791524	0.1922853
0.4808448	0.5502915	1.0505242	0.8603445	0.6945285	1.0664902	0.1679548
0.5149866	0.6556096	1.1057705	0.8246681	0.5811498	1.0808984	0.2086959
0.4311247	0.4981749	1.0456383	0.7150014	0.6222043	1.0036786	0.1704112
0.5046164	1.0444979	1.1476408	0.8577773	0.5467483	0.5088992	0.0632532
0.5236524	0.8536151	1.1097760	0.9863614	0.4662738	0.6466563	0.0436443
0.4994485	0.7702168	0.9207752	0.7774386	0.5944730	1.0585165	0.0016704
0.5337459	0.8805533	0.9044010	0.7801786	0.6541971	1.0731398	0.0006290
0.6553373	1.0548815	0.9745797	0.6261208	0.6173166	0.5869559	0.1073814
0.7971365	0.9249877	1.0840559	0.5576068	0.5100813	0.6981506	0.1522075
0.6711854	0.5592488	0.7252420	0.8653811	0.5584884	0.7536074	0.2224445
0.5475440	0.7395039	0.6864835	0.9446911	0.5692697	0.9203012	0.1776818
0.7051581	0.6089827	0.7609248	0.8383773	0.6100938	1.0420394	0.2848360
0.6864502	0.6530480	0.7178231	0.7801794	0.6615264	0.7653676	0.1624380
0.6738492	0.7496322	0.8117443	0.6888812	0.7329240	0.9057073	0.3323338
0.5047402	0.4657171	0.7097885	0.0000000	0.7870229	1.0245707	0.0302408
0.3402276	0.4692094	0.7813912	0.0000000	0.5990759	0.9093408	0.0915405
0.2921321	0.5293086	0.6937016	0.0000000	0.8414867	0.8601770	0.0474196
0.5172982	0.6424461	0.7469373	0.7413755	0.6814983	0.8383878	0.2615901
0.5834970	0.7020710	0.8975885	0.8326156	0.6316423	0.7846728	0.4462008
0.5491511	0.8449318	0.7033364	0.9069016	0.6143035	0.8096245	0.2605425
0.6242637	0.6858788	0.5206648	0.8019194	0.6104373	0.8098065	0.2119358
0.6689184	0.6878030	0.7770046	0.7441889	0.7612287	0.7902993	0.1219742
0.6199195	0.8729500	1.0470932	0.8081244	0.6200789	0.9178248	0.1721933
0.5387198	0.8399101	0.9569600	0.7587828	0.4452178	0.9106589	0.1199841
0.5022148	0.7696839	1.1055093	0.7026150	0.4512524	1.0065084	0.1269920
0.5439361	0.9715876	1.0342685	0.6520974	0.3615756	1.0034947	0.1503902
0.6238407	0.7658980	0.8806930	0.8450828	0.5321790	0.9618613	0.1105311
0.6070208	0.8423352	1.0226120	0.8161898	0.5570757	1.0629968	0.1302502
0.3750369	0.4913295	1.0469234	0.3678489	0.8125760	0.7850285	0.1614275
0.2389537	0.3545262	1.1619458	0.4658386	0.6569280	0.6880619	0.1995794
0.7479945	1.0094127	1.0134560	0.8203150	0.4978262	0.7216624	0.2826679
0.9181960	1.0597154	0.7545046	0.8018459	0.5917937	0.8068039	0.2044801
0.6364720	0.7363706	1.1264825	0.7751583	0.2527118	1.0025248	0.0063975
0.5066549	0.9212865	1.0871494	0.8356223	0.4533860	0.9927102	0.0173816
0.6709630	0.6834702	1.0713201	0.7965154	0.4192706	0.9505133	0.0127857
0.5645249	0.7394173	0.9494755	0.9506631	0.3884612	1.0780596	0.0509789
0.5352598	0.8732356	0.9509225	0.7979483	0.2706757	1.1049161	0.0077276
0.5581198	0.7981922	1.0116825	0.7717463	0.3657936	0.9018580	0.0007796
0.5532256	0.7799664	1.2131913	0.8280701	0.3545121	0.9268393	0.0131108
0.0590081	0.8804243	1.0347818	0.1920336	0.5577534	0.9413383	0.1647640
0.0555858	0.7861226	0.9799207	0.3022587	0.5490428	1.0637705	0.2311837
0.0509089	0.8777824	1.0548666	0.2700593	0.6555850	0.9333936	0.1584146
0.0369659	0.7342133	1.0310373	0.2820566	0.5850915	1.0663997	0.1778765
0.0544440	0.7417179	1.0189082	0.3279333	0.6409094	1.1762381	0.1567839
0.0374694	0.8707776	1.0752138	0.2703985	0.7528773	1.0640319	0.1555995
0.5570389	0.7630065	0.9844839	0.7502135	0.4924553	0.9468230	0.1012362
0.5455885	1.0795200	1.0585389	1.0629355	0.4462353	0.8352507	0.0978773
0.5249145	0.9532668	1.0429029	0.8496518	0.3828343	0.9432064	0.0870158
0.5401950	0.8377277	0.9167964	1.0132420	0.3958579	0.9311847	0.0647673
0.4832793	0.9336130	1.0738569	0.8159495	0.5354900	1.0700959	0.0516355
0.4757737	1.3091145	1.0855537	0.8949315	0.4213938	0.9534567	0.0839139
0.5732680	1.0450472	0.8136951	0.7754743	0.5050967	0.9252591	0.1367349
0.5796060	0.8177506	1.2282004	0.8143973	0.4930927	0.9544486	0.0725186
0.6007044	0.9185194	1.1620835	0.9716640	0.4327210	0.8558466	0.0685204
0.4714077	0.9352268	0.9578940	0.8685262	0.4600230	0.9220490	0.0610278
0.6045921	0.8083558	1.1506306	0.7193103	0.4597746	0.7532237	0.0886741
0.4994422	0.7117338	0.8679786	0.8664132	0.4651002	0.8115249	0.0936786
0.6248127	0.8959395	1.0439268	0.8306406	0.6560870	0.8796618	0.0708386
0.5524912	0.8829734	0.9884602	0.9682798	0.4604588	0.9564597	0.0756266
0.4827002	0.9644217	0.9946882	0.9675722	0.4856421	0.9383577	0.0998250
0.5589207	0.9224654	1.0890788	0.7656474	0.5750939	0.8863826	0.0621719
0.6211139	0.8842415	1.0261478	0.9935152	0.4415760	0.9363954	0.0814697
0.5085287	0.7864153	1.1994354	0.9988714	0.4619408	0.8738627	0.0831269
0.6808301	1.0962587	0.9797997	1.0517341	0.4171934	0.7348223	0.0703607
0.5404552	0.8239536	1.1401958	0.9205522	0.5429424	0.8453016	0.0847934
0.6258309	0.8685283	1.0653288	0.9487342	0.4452817	0.9728338	0.0548885
0.4092079	1.1207260	1.1196270	0.6108661	0.4884321	0.8967434	0.0711714
0.4653710	0.9053394	0.9560195	0.8901374	0.4326169	1.0250735	0.1111376
0.3321780	0.8915499	0.8997615	0.7547610	0.6291380	0.9375211	0.0417604
0.6165291	1.0428939	0.8752466	0.7155348	0.4679271	0.8573177	0.0919650
0.4882547	0.7219126	0.9962768	0.6713083	1.1180735	1.0570275	0.0791279
0.4216011	0.7325196	1.1130622	0.4809365	0.8795083	0.0000000	0.3595766
0.3416891	0.5265825	0.8630321	0.7552056	0.7760120	1.0487508	0.0611402
0.4441157	0.5018636	0.6426963	0.7420775	0.7583448	1.1857687	0.0222481
0.4352922	0.6486230	0.8829527	0.7009670	0.6650937	1.0707582	0.0640184
0.3838015	0.6060642	0.7133923	0.8037061	0.7381852	0.9732245	0.0322641
0.6124763	0.7397828	0.6714540	0.7472926	0.7846878	0.9150873	0.0220865
0.3736040	0.4761469	0.6391011	0.6621094	0.8266980	0.9846012	0.0277418
0.4921034	0.8830694	0.7699791	0.9592767	0.5026222	0.7040682	0.0014502
0.6669151	0.7993840	0.6471384	1.1498784	0.5954813	0.6180183	0.0052145
0.0919438	1.0899380	0.9890368	0.3497143	0.6935093	0.8398613	0.0922941
0.1104402	0.8879621	1.0622061	0.3912001	0.5121779	0.9955599	0.1810331
0.1208815	0.9188590	0.9850229	0.4166913	0.6312007	0.7878525	0.1041379
0.1900001	0.8414531	1.2081460	0.4267518	0.5905821	0.8856544	0.0946783
0.5745617	0.7140004	0.6944532	0.5361590	0.8869147	0.9335140	0.0692202
0.4690531	0.8199292	0.6433578	0.3890002	0.9297584	1.1346578	0.0902876
0.6277224	0.6763320	0.5801726	0.4974661	0.9500515	0.8670511	0.0811376
0.6511534	0.6220639	0.7382676	0.4576201	1.0592267	0.9503570	0.0907263
0.5628932	0.7597117	0.7404656	0.5051639	1.0511155	1.0110329	0.0696838
0.7262730	0.8294708	0.5948799	0.4908146	0.9954257	1.0654838	0.1148297
0.4080564	0.6334830	1.0456555	0.7696171	0.4489802	0.9583486	0.1348248
0.4557471	0.4500253	0.9504570	0.8052548	0.5628690	1.0373554	0.1537773
0.5192332	0.5504045	1.1342473	0.7168733	0.5402740	0.9722924	0.1460526
0.5316088	0.6527047	1.1498571	1.0244971	0.5196984	0.9479664	0.1986701
0.5870906	0.5496000	1.2726880	0.9395398	0.6429217	1.1314653	0.2273669
0.4116660	0.6478994	1.0976148	0.9048886	0.4317661	0.9752494	0.1973805
0.4385105	0.8680812	0.4987777	0.8035210	0.7119702	0.9634191	0.2809411
0.4641059	0.5546592	0.5473605	0.7378367	0.6115162	0.8336420	0.2692827
0.4622126	0.7482695	0.5262817	0.8692885	0.6972340	0.9851502	0.2275033
0.4122381	0.6679636	0.5686158	0.6834781	0.7482744	1.0080774	0.1966976
0.4510198	0.5664451	0.4681400	0.9504054	0.5607236	0.7145100	0.2229263
0.5151262	0.6975522	0.4941980	0.7681055	0.6612015	0.8709112	0.2866614
0.3771047	0.7022335	0.5017429	0.9103538	0.6462126	0.9775920	0.3494575
0.6841029	1.0973093	1.0435030	0.9159398	0.5338564	0.9278723	0.1224426
0.6318457	1.0542451	0.9633124	0.9283842	0.4805197	0.9137656	0.0892198
0.5891279	0.9189965	1.1068485	0.9308541	0.5251964	1.1184263	0.1571941
0.6536091	1.0452023	1.1414986	0.7806182	0.5774928	1.0457544	0.0650614
0.5412311	1.0855033	0.8967366	0.8499338	0.6024530	0.8803653	0.0585230
0.6289401	1.0830965	1.0706236	0.8081523	0.5671203	0.9569021	0.1352771
0.4363233	0.4455714	1.0094725	0.7261958	0.8025323	0.8566495	0.2958176
0.4756070	0.5794396	1.0020162	0.7497543	0.7546680	0.7429591	0.2853349
0.5179458	0.4727133	1.0353437	0.6960974	0.5663757	0.8713017	0.2270698
0.3311905	0.3759510	0.9941590	0.7945583	0.7857079	0.8263688	0.1943154
0.4364799	0.3820438	1.0577641	0.7030580	0.8192147	0.7852482	0.2735094
0.3032840	0.3897636	1.1057833	0.4073772	0.8034616	0.8951307	0.1527709
