G626	G1249	G406	G807	G1036	G294	G755	G915	G1517	G1304	G1253	G554	G161	G192
0.7284358	0.3743232	0.4826296	0.9327342	0.6980752	0.8292649	0.2096966	0.2618954	0.7955689	0.5337182	0.3100357	0.1187900	0.9802330	0.7460308
0.7766802	0.3429556	0.5493380	0.8440703	0.6565613	0.7741643	0.0506757	0.3585846	0.9665262	0.4358911	0.3272673	0.0961304	0.7524779	0.7385473
0.7250203	0.4309305	0.5529488	0.8306391	0.6221867	0.8944148	0.0054237	0.2963378	1.0541216	0.4864141	0.2670549	0.0821818	0.7257370	0.5133105
0.8613536	0.3778496	0.6018953	0.9677166	0.6751966	0.8897934	0.0018466	0.3138696	0.8492680	0.5525086	0.4075832	0.1577207	0.7608595	0.7041886
0.6059538	0.4872331	0.4561856	0.7821828	0.4810903	0.5325290	0.4158406	0.2423000	0.7977413	0.5577370	0.2847891	0.0438808	0.9907215	0.6938693
0.7304821	0.5847146	0.4788420	0.9592386	0.4729734	0.6883980	0.4421497	0.2948159	0.8324582	0.4638449	0.2884884	0.0455425	0.7465742	0.8044883
0.8412154	0.3572882	0.3841526	0.9406566	0.5547491	0.6628158	0.2790085	0.2647515	0.5703983	0.5132270	0.2411980	0.0557833	0.6577884	0.6412285
0.5032681	0.3448725	0.2923632	0.7783151	0.5810974	0.5584148	0.2430596	0.2121764	0.5480797	0.4435446	0.3519472	0.1846167	0.5085417	0.6794850
0.5447511	0.3553520	0.2594660	0.7870799	0.7123768	0.4844816	0.6491529	0.2800128	0.7956789	0.5563503	0.2981188	0.4651248	0.5819055	0.6067859
0.6531831	0.2821100	0.3262074	0.8799487	0.6291292	0.5577896	0.6528095	0.3208593	0.8566603	0.4068168	0.2844390	0.6253121	0.5414116	0.6585602
0.6237031	0.3995903	0.2792906	1.0204532	0.6357847	0.5822984	0.5302123	0.3653541	0.8284455	0.3293743	0.3377687	0.3824500	0.5036613	0.6030678
0.7970451	0.3933991	0.1933430	0.8549069	0.8854105	0.4989922	0.7080505	0.4005961	0.8294872	0.6456250	0.3056415	0.3316474	0.4494261	0.4261983
0.8222784	0.3180761	0.2521848	0.7991093	0.9987720	0.4133632	0.6262457	0.3174533	0.7769720	0.5708964	0.3600375	0.3621647	0.5206253	0.4448437
0.7517012	0.3113773	0.2723890	0.9377157	0.7522463	0.4578046	0.6367966	0.2808990	0.8640260	0.4232979	0.3464576	0.4952186	0.6400110	0.4813045
0.5527600	0.4081995	0.4778379	0.7756484	0.4875576	0.6082580	0.4542574	0.3972893	0.9306835	0.5494182	0.2876529	0.0584010	0.9805285	0.6306215
0.4963057	0.4325315	0.3940936	0.9217823	0.4724882	0.5354546	0.5174511	0.3336044	0.7710042	0.4222055	0.3606189	0.0705094	1.0683459	0.8596618
0.6454594	0.5088058	0.5887642	0.9592688	0.5352469	0.5876094	0.4923861	0.3713441	0.9238129	0.4860343	0.3983097	0.0869507	1.1270749	0.7880858
0.6510690	0.4809859	0.2580958	0.8362014	0.5576180	0.5718060	0.6127676	0.4334627	0.7983770	0.4984021	0.2546038	0.3904073	0.6384514	0.7890172
0.5165107	0.3663170	0.4077618	0.9091311	0.5913340	0.4767796	0.5115398	0.2996508	0.7780722	0.5442451	0.3318586	0.3756007	0.6298028	0.6021495
0.6339167	0.4637358	0.2751659	0.9490364	0.5221096	0.7153608	0.6430945	0.3862603	0.7987153	0.5379491	0.2254580	0.3909778	0.6536605	0.7533264
0.5970534	0.4644271	0.2221572	0.7826371	0.6950295	0.4642407	0.5710060	0.4002463	0.8297155	0.4707378	0.3497980	0.3302803	0.5681871	0.5574805
0.7268382	0.4328332	0.3943329	0.8280460	0.8839647	0.4852951	0.5060118	0.3656820	1.0972124	0.7335509	0.2469015	0.4000417	0.5383227	0.4679998
0.5126113	0.4133836	0.2662611	0.8995107	0.5811494	0.5300827	0.5539781	0.3507317	0.7637366	0.5021981	0.2777118	0.4160443	0.5437846	0.7237659
0.5473005	0.3251699	0.2485752	0.7208213	0.8011717	0.4022126	0.4939088	0.4529134	0.8503978	0.6169423	0.3064457	0.4742963	0.4645942	0.4798001
0.5997863	0.6120795	0.3583671	0.8437463	0.8858993	0.4231148	0.6215359	0.3139852	1.0508742	0.4886585	0.3863650	0.5736307	0.5042040	0.5370028
0.5012780	0.4896869	0.3298852	0.8212100	0.8258366	0.4127127	0.6607746	0.3085480	0.9191561	0.4701916	0.3254560	0.5354890	0.5708189	0.7590683
0.5595587	0.2815547	0.2524734	0.6976519	0.8982148	0.6204366	0.6239324	0.4359505	0.9089971	0.5012570	0.3027573	0.4897059	0.5424336	0.4803413
0.7584286	0.4021035	0.2502785	0.8821502	0.8757859	0.5166188	0.9215650	0.2761684	0.7885907	0.5945960	0.4319446	0.3917382	0.6331073	0.5102207
0.7177375	0.3452786	0.2865631	1.0329260	0.9112393	0.6454331	0.6617507	0.4103385	0.7960551	0.5918477	0.2820737	0.4407107	0.5647845	0.6352092
0.5456659	0.3629729	0.3578323	0.8002352	1.0235951	0.4193673	0.7730353	0.3208942	0.7642581	0.5668007	0.3179791	0.3881243	0.5611927	0.6002714
0.8492339	0.4805077	0.2274402	0.6820293	0.9693609	0.5036333	0.5672395	0.2502937	0.7152345	0.7022803	0.3416052	0.6199569	0.5140895	0.3750148
0.7002814	0.4739670	0.2722931	0.8056884	0.6616367	0.4630750	0.6817021	0.3737301	0.8640210	0.5702561	0.4143492	0.5873247	0.5386362	0.6528337
0.6060186	0.4909388	0.3395152	0.7953052	0.5473676	0.4827571	0.5538973	0.3228080	0.8104737	0.5550982	0.3044783	0.0532814	1.0325718	0.8505213
0.6216703	0.5306649	0.5092802	0.9112532	0.5450845	0.6443851	0.4158733	0.2726514	0.8115057	0.5579904	0.3047316	0.1116531	1.0769779	0.9425732
0.4848786	0.5391915	0.5000845	0.7456087	0.4271146	0.5650423	0.3978040	0.2875650	0.8296538	0.5646841	0.2816697	0.0509310	0.9242059	0.5985207
0.6258142	0.4444327	0.7709288	0.9885259	0.3114158	0.4927896	0.1979225	0.3368697	0.8399453	0.5060807	0.3912039	0.0499165	0.9533536	0.7972771
0.7127804	0.5145354	0.5939504	0.9488628	0.4304324	0.4708264	0.4180449	0.4179577	0.9305880	0.3619254	0.3466906	0.0215293	1.1332687	0.7553872
0.6710132	0.3100224	0.6214540	0.8362455	0.3315082	0.5416723	0.2353437	0.4422634	1.1217665	0.5403812	0.3255736	0.0272537	0.9193196	0.7022325
0.7634649	0.4150657	0.8561715	1.0360962	0.5306842	0.6144040	0.0455975	0.4090059	0.8707998	0.5127851	0.4695585	0.0469977	0.9172058	0.6529139
0.7627569	0.4251444	0.6491584	1.1102998	0.3488039	0.5682711	0.0553843	0.4433118	0.9559075	0.4684788	0.3252072	0.0287648	0.9077015	0.8154990
0.5827674	0.4769885	0.6605565	0.9852025	0.3675016	0.5594915	0.0947939	0.4178740	0.8787455	0.5194304	0.2272523	0.0363828	0.8922854	0.7405165
0.7828605	0.5043495	0.4943276	0.8119282	0.5354009	0.6060150	0.4321530	0.4130898	0.8612702	0.5980296	0.2868312	0.0581532	0.9633439	0.8822050
0.5864194	0.3603413	0.4154034	0.9674495	0.6089323	0.5584215	0.4411951	0.3104669	0.8487947	0.4289927	0.3545509	0.0437537	0.8693280	0.8556574
0.7811918	0.4375193	0.4849813	0.7930088	0.5779842	0.5975478	0.3538565	0.5432716	0.7916455	0.5493331	0.3209540	0.0706966	1.0410941	0.7617672
0.5115315	0.4112952	0.5269005	1.0046933	0.3928469	0.4889489	0.2333531	0.2899763	0.9783028	0.6290735	0.3128010	0.0585374	0.9835444	0.8086796
0.5998774	0.4110723	0.6818363	0.9168909	0.4359649	0.5138232	0.1557587	0.3644711	1.0354781	0.4944441	0.2977421	0.0339969	0.9316269	0.7676675
0.6485477	0.3998726	0.7700207	0.7744629	0.3001805	0.5735473	0.1650480	0.5018602	0.8934404	0.5124082	0.3137414	0.0364238	1.0485835	0.6530286
0.6736228	0.4448793	0.5065637	0.7847809	0.2054101	0.5473630	0.0467363	0.3081407	0.8371113	0.5495763	0.2279717	0.0011187	0.8978550	0.7722909
0.6401979	0.4826522	0.7353824	0.7684312	0.4849731	0.5085804	0.0174448	0.3102605	1.0538391	0.4021542	0.2718826	0.0406730	1.3180045	0.7350782
0.7213696	0.5094859	0.5679391	0.7784426	0.3435343	0.5193495	0.0324492	0.4340338	0.7950535	0.6112877	0.2765430	0.0198538	0.9670817	0.7808335
0.5054641	0.4651805	0.6299796	0.9868423	0.2508596	0.4630081	0.1204941	0.3592353	0.8744440	0.6365437	0.3869816	0.0082157	1.0173703	0.9372541
0.5370350	0.4188873	0.6327389	0.9275863	0.3029086	0.5215148	0.1482113	0.3236930	0.9619993	0.5816476	0.3121413	0.0402388	1.0697485	1.0040781
0.4047125	0.3409576	0.7359697	0.8594994	0.3048745	0.4575377	0.2852877	0.2246366	1.0097654	0.6052148	0.3349232	0.0211697	0.9922072	0.8949462
0.6050463	0.4416960	0.9188201	0.8941681	0.3570866	0.5077195	0.0827327	0.4232062	1.2074300	0.7395332	0.2245562	0.0944395	0.9203819	0.9552567
0.6146373	0.3675391	0.7933487	0.9426535	0.5269318	0.4428031	0.0388556	0.4668979	1.1961001	0.9471761	0.2904515	0.0396730	0.9766832	0.9889716
0.5567843	0.4657322	0.6558404	0.9217943	0.4035945	0.6520641	0.0526711	0.3537124	0.9986825	0.7782363	0.2312105	0.0321000	1.0754520	0.7846176
0.6862810	0.4495753	0.6710164	0.9954867	0.2185021	0.5231394	0.2115625	0.3813294	0.8900652	0.3863734	0.2695148	0.0485521	1.0278301	0.8704625
0.5913532	0.3750581	0.5509343	0.9069384	0.2968936	0.5399377	0.2709436	0.4719548	1.0839678	0.4739506	0.3190905	0.0223274	0.8705351	0.9210828
0.6272717	0.3770899	0.7049454	0.8561670	0.2789903	0.4878180	0.1350883	0.3296579	0.9205959	0.4908210	0.2860407	0.0221543	1.0383090	0.9614622
0.7579389	0.3969356	0.7304760	0.9439551	0.2528236	0.5577798	0.0613023	0.4620400	1.0090476	0.7602180	0.2125078	0.0137325	1.1034577	1.1124689
0.6972034	0.4349628	0.6451921	0.7980945	0.3183655	0.3899875	0.0313328	0.5180373	1.1115314	0.8599833	0.3261716	0.0446398	0.7873166	0.8618174
0.5194004	0.3169813	0.6180694	0.9354334	0.2645151	0.4987086	0.0392961	0.4016493	1.0124352	0.8628120	0.3151020	0.0263427	0.8859655	0.8362522
0.6696274	0.4836322	0.4333194	0.8521183	0.4871927	0.6343918	0.3924527	0.2478748	0.8054409	0.4893630	0.2933842	0.0723395	1.0208899	0.7364396
0.4888433	0.3563601	0.4094946	1.0555573	0.0702337	0.5934419	0.6418129	0.8414788	0.6074631	0.4062871	0.1375773	0.3790564	1.2704190	1.0592853
0.4993152	0.3480430	0.3621734	0.8619404	0.0657287	0.6421108	0.8949285	0.7539243	0.8249584	0.4347122	0.1341030	0.4521677	0.9007997	1.0480860
0.5088089	0.4835921	0.4741092	0.7124505	0.0861902	0.6004803	0.6132577	0.8187785	0.8251778	0.5701605	0.2384553	0.2826279	0.9234301	0.9347842
0.5547856	0.3548446	0.4222984	0.9556655	0.5313235	0.4498155	0.4696975	0.3452074	0.7888920	0.4648450	0.2812839	0.0891173	1.1058191	0.7464646
0.5706270	0.4724828	0.3399882	0.8268162	0.4854256	0.4499561	0.3735144	0.5071596	0.8185663	0.6494875	0.2957293	0.3440309	1.0888947	0.8659165
0.5437990	0.2208009	0.3461203	0.9154393	0.4950584	0.4823613	0.2116010	0.8449544	0.6258117	0.5935096	0.3731635	0.3712185	0.9760321	0.8439865
0.5172632	0.2282215	0.4472558	0.8991207	0.2644810	0.5593100	0.1553001	0.8685368	0.7978277	0.5300381	0.2929645	0.4546160	0.8581771	0.8623642
0.6309782	0.2268350	0.4234510	0.8509793	0.1743484	0.4560709	0.1706887	0.9662025	0.7729097	0.4271107	0.2760014	0.4441245	1.0476860	0.9236583
0.5410224	0.2317473	0.3655141	1.1379435	0.1259443	0.5744671	0.2067393	0.8930830	0.6809100	0.4664037	0.1579905	0.4327699	1.1239966	0.7689228
0.5522763	0.2230880	0.4868009	0.7773045	0.2105200	0.5989622	0.2365752	0.9747991	0.7745710	0.5176781	0.2375716	0.4376232	1.1443214	0.8136048
0.5377623	0.4742911	0.5358223	0.8232708	0.5772343	0.5691652	0.5579401	0.3217644	0.8913985	0.5229166	0.2828143	0.0860650	0.9525996	0.7181675
0.5359225	0.4607290	0.4731572	0.9880014	0.3870839	0.5435334	0.5713965	0.2989184	0.8142632	0.6070424	0.3044103	0.0718919	1.0448778	0.7618083
0.7072114	0.5532618	0.6255718	0.8998912	0.4531370	0.4061479	0.4549381	0.3560103	0.8824815	0.5523661	0.4014676	0.0545093	1.1412396	0.7217959
0.7078341	0.3956729	0.7180097	0.8944777	0.6968965	0.6510423	0.3370729	0.3692752	0.8951011	0.4620728	0.3530770	0.0289749	1.0412315	0.8020354
0.7315327	0.5868576	0.6885556	0.7905198	0.5954416	0.5838054	0.3637798	0.3109797	0.8804596	0.5300579	0.2476429	0.0063976	1.0571795	0.6854676
0.8084079	0.5428131	0.6898006	1.0654866	0.5061010	0.4935468	0.3973365	0.2281407	0.9716910	0.4336285	0.3250666	0.0280628	0.9906515	0.7888470
0.5181001	0.5998182	0.8862743	0.7744733	0.6137082	0.6018320	0.3710084	0.3314381	0.9545224	0.5928750	0.3331996	0.0146184	1.1495462	0.8250634
0.5488037	0.4662434	0.8056577	0.9437069	0.6895766	0.5226224	0.5453662	0.2648334	1.0719754	0.6009256	0.2549164	0.0446668	1.1994350	0.6036870
0.7397121	0.4917461	0.4294335	0.9026035	0.5376121	0.5191045	0.4983109	0.4317171	0.7440669	0.3905935	0.3461120	0.1225286	0.9047523	0.7607550
0.6212099	0.4823849	0.3777555	0.7442738	0.4557527	0.5459798	0.4318251	0.4389196	0.7881425	0.5565798	0.3440964	0.0744453	1.1528763	0.9270598
0.5451187	0.6559824	0.7612692	0.8896867	0.3095921	0.4525507	0.3873253	0.3856259	0.9076058	0.4061717	0.2506630	0.0534205	0.9098216	0.8311042
0.6863666	0.5482959	0.6563873	0.9280879	0.6328405	0.4554789	0.2985747	0.3776432	0.9279146	0.6026474	0.2587826	0.0111726	1.0511407	0.5580698
0.5508978	0.5674529	0.7554111	0.8975453	0.5002370	0.6196302	0.2992969	0.3614644	0.9478585	0.4751914	0.3216993	0.0102778	1.0715641	0.6944755
0.6107521	0.5960059	0.7835668	0.8894531	0.5353766	0.4340005	0.2285098	0.2206756	1.1243981	0.5606654	0.3191799	0.0033721	0.9032830	0.6860755
0.5876502	0.6716071	0.8449973	0.7534938	0.4997506	0.5620802	0.3561711	0.3580155	1.0523229	0.5560571	0.2743503	0.0112888	1.1624074	0.5604815
0.6798124	0.6360377	0.6642058	0.9556511	0.7156372	0.4386021	0.3614016	0.2983473	1.1284907	0.4850960	0.3032795	0.0067773	0.9323151	0.5699090
0.6729781	0.3405685	0.4945761	0.8583240	0.6699680	0.4612858	0.3992257	0.3743857	0.8707797	0.4720615	0.3034245	0.0771783	0.9605823	0.8193429
0.5800673	0.3360630	0.4373861	0.8242972	0.5340410	0.5698297	0.3862249	0.2911760	0.7318089	0.5757103	0.3095640	0.1235794	0.8376251	0.6790366
0.6804732	0.7296827	0.7637455	0.9118600	0.4242258	0.5945332	0.4116067	0.2410096	0.8449914	0.4755683	0.3089233	0.0679703	0.9467946	0.9547578
0.5945160	0.7141747	0.7548900	0.9640016	0.2872907	0.6004108	0.2937921	0.3199655	0.9882181	0.5385532	0.2093326	0.0537434	1.0800357	1.0100123
0.6066023	0.6916313	0.8383416	1.1317348	0.3771316	0.6000175	0.2845703	0.2698723	0.9478253	0.3876728	0.3914641	0.0086303	1.0696630	0.9725193
0.5444032	0.5916008	0.7666593	1.0663714	0.3462115	0.4595396	0.4239240	0.4934139	1.0287995	0.5266365	0.2093127	0.0029227	0.8921340	0.7200626
0.5852175	0.5808259	0.7298570	0.8783185	0.3378577	0.4817707	0.4787851	0.2377321	1.0326230	0.6043924	0.2368393	0.0033784	0.8149756	0.7460152
0.5466295	0.6340607	0.8641382	0.9475912	0.4710555	0.5374306	0.3675940	0.2851445	1.0765916	0.4857838	0.2783177	0.0016000	1.0419318	0.8513913
0.6833609	0.3747608	0.4928007	0.9042935	0.5445593	0.6263327	0.3512333	0.2994206	0.8286303	0.4486204	0.3494638	0.1027372	0.8973163	0.7137175
0.8822559	0.4469190	0.4443639	1.0352374	0.6381098	0.5769776	0.4309697	0.3646552	0.8012113	0.5839467	0.2878420	0.0807933	1.0385821	0.7861584
0.5145401	0.4653223	0.4830743	0.9375226	0.5234023	0.6619165	0.3983017	0.2890996	0.8379920	0.5687607	0.3488031	0.1017635	0.9588757	0.7880821
0.8286121	0.4338150	0.3420130	0.9110217	0.6288273	0.5794995	0.5683866	0.2530386	0.7228092	0.5971339	0.3322375	0.2106962	1.0077964	0.5744786
0.6730274	0.4426259	0.4137338	0.8925130	0.4472757	0.4948697	0.6955372	0.2404615	0.7533865	0.4922564	0.3210080	0.1530886	0.9340051	0.6730805
0.9528109	0.4827232	0.1751050	1.0049346	0.5346759	0.5221665	0.8056774	0.1720984	0.8761845	0.7605382	0.4027291	0.1760972	0.8919735	0.7689812
0.7664687	0.4327206	0.1237444	0.8072366	0.4666012	0.5579992	0.9050601	0.2017746	0.9830245	0.5946685	0.2965178	0.2568805	1.0698722	0.9460043
0.7998585	0.3931698	0.1688006	0.8672602	0.5633146	0.4652288	0.8487919	0.1892220	0.8485370	0.6219873	0.4059736	0.1555840	0.9099988	0.6294889
0.9080951	0.5020288	0.1829502	0.8754467	0.4700489	0.5542726	0.7510271	0.1796883	0.9559390	0.6647506	0.3583388	0.1886346	0.8417608	0.6773295
0.9482638	0.4250483	0.1143239	0.8574252	0.4558807	0.4554633	0.5945423	0.1256639	0.9737409	0.6331887	0.3083296	0.1728030	0.9413722	0.7085472
0.8333588	0.6012484	0.1381093	0.9235942	0.5200481	0.5063893	0.6503971	0.1123202	0.9253600	0.5838263	0.2976483	0.2083232	0.7777274	0.7593837
0.9064594	0.4820121	0.1075531	0.8030183	0.2922773	0.7352332	0.8739012	0.1871551	1.0058412	0.6305829	0.3222038	0.1893393	0.9674024	0.7779935
0.5434424	0.4539853	0.4420926	0.7597986	0.5349174	0.4508970	0.4918300	0.3573768	0.8268027	0.5349963	0.3128545	0.0918904	1.0292915	0.7306899
0.5599715	0.3490272	0.4036712	1.0185548	0.5713628	0.5824448	0.3981262	0.3112802	0.9204134	0.4866748	0.2828701	0.0904315	1.0331784	0.9101475
0.7027385	0.4653190	0.3226117	0.9879331	0.5625346	0.5037057	0.6870036	0.1414971	0.8739810	0.4660073	0.2938672	0.2204116	0.8288173	0.8563065
0.7846521	0.4076416	0.2936653	0.8585549	0.4178054	0.5336586	0.5489714	0.2326992	0.8928176	0.4689972	0.2738594	0.1656522	0.9297904	0.8901958
0.7683116	0.2684016	0.2036759	0.7653902	0.4547878	0.7413793	0.7578758	0.1437460	1.0030615	0.6692779	0.1824718	0.2406545	0.9902357	0.8672404
0.6431123	0.1946939	0.1497907	1.0948634	0.3098070	0.5368049	0.5235937	0.1477876	0.9343055	0.6443032	0.2470318	0.1719441	0.9561258	0.9681095
0.8125560	0.0710074	0.0877339	0.9566366	0.2550879	0.6151882	0.5369641	0.2382606	1.1201653	0.8478239	0.2373180	0.2023096	0.8342662	1.0570971
0.7210050	0.0794736	0.1246654	0.9742757	0.2150276	0.7146570	0.6480051	0.1004958	1.0210287	0.9610153	0.2587248	0.2120465	1.1074123	0.9478324
0.7154734	0.0693337	0.1242409	1.0367484	0.1744359	0.5530126	0.8033652	0.1115116	1.0974866	0.9412562	0.2354817	0.2371250	1.1154746	1.0587069
0.5634239	0.4336476	0.3614319	0.9376603	0.4587234	0.4383839	0.5776910	0.3600019	0.8848252	0.5987960	0.2938494	0.0955174	0.9849501	0.8327760
0.7110658	0.4870395	0.4309936	0.8434334	0.4888634	0.5178394	0.4815252	0.3508405	0.8884178	0.4308993	0.2929415	0.0816391	1.0601337	0.8246250
0.7436498	0.7177081	0.2699113	0.8924674	0.4554100	0.6338782	0.7063032	0.2368166	0.9961363	0.3870234	0.4034670	0.1699117	1.1053331	0.7637210
0.6836447	0.4109112	0.2878819	0.9181808	0.5744543	0.5209929	0.6738446	0.2440570	0.7084360	0.5665665	0.3618617	0.1772657	1.0252320	0.7293318
0.6708379	0.4724315	0.1750042	1.0193670	0.6003295	0.4480047	0.6241766	0.1052033	0.8468218	0.5226359	0.3505239	0.1942892	1.0071381	0.5974698
0.8165638	0.4079183	0.1752431	1.0086697	0.3433299	0.5956800	0.5744940	0.1294000	0.9132135	0.4550125	0.2767062	0.1538214	0.9662122	0.8007148
0.8880668	0.5085190	0.1955217	0.9159173	0.4740631	0.6639637	0.8818675	0.1178216	1.1748622	0.6814180	0.2861647	0.2464723	0.8424244	0.5941268
1.0211341	0.5741066	0.1806240	0.7898345	0.3872491	0.5679702	0.5952467	0.1331647	1.1001062	0.6403934	0.3269560	0.1211360	0.9000238	0.6811666
0.8293116	0.6053559	0.1511769	0.8484645	0.4111275	0.4710911	0.7995645	0.0572027	1.0539688	0.5635824	0.3901070	0.2305602	0.9101247	0.7501819
0.6891719	0.5288572	0.4827288	0.9184436	0.5009826	0.4603620	0.4159388	0.3030589	0.8213726	0.5998295	0.3535465	0.0673816	0.7693053	0.7484302
0.5869817	0.4542841	0.4349267	0.8044495	0.4559314	0.6145695	0.5265405	0.3285239	0.8096091	0.5029224	0.2659764	0.0774659	1.1546851	0.6393432
0.6074317	0.4506877	0.4149632	0.8666657	0.5251290	0.5575621	0.5720679	0.3137674	0.9299024	0.5710599	0.2676073	0.1031519	0.9576086	0.7072959
0.6457600	0.3443033	0.3139328	0.8068754	0.4392629	0.4645892	0.7182478	0.2850348	0.7933971	0.5617923	0.3161267	0.1529804	0.9835099	0.9257916
0.7423052	0.5799944	0.2508469	1.0105144	0.4118549	0.5185810	0.6116770	0.2339422	0.9788627	0.4114932	0.3301779	0.1223506	0.8378487	0.8745269
0.6070073	0.4475396	0.2538179	0.7657787	0.5492975	0.4877715	0.5429433	0.2832605	0.9021487	0.5889551	0.3198376	0.1457640	0.8473194	0.9824807
0.8267127	0.3170835	0.1806579	0.9308607	0.3790686	0.5735946	0.8501230	0.1311839	0.9725617	0.7350052	0.2760701	0.1280729	0.9079214	0.8418549
0.7074741	0.3963250	0.1202938	0.8530496	0.8597731	0.4700592	0.4562013	0.1287852	1.1199103	0.6970224	0.3762692	0.2055038	0.7686094	0.7128074
0.7223437	0.4806579	0.1276761	0.9479730	0.6474582	0.6265244	0.8445428	0.1216170	0.9497307	0.6606862	0.3530665	0.1551387	1.1370129	0.8489256
0.8455644	0.2665647	0.1957034	0.9776756	0.3908999	0.6068122	0.5986550	0.2186853	0.9150381	1.0235828	0.4288718	0.2336520	0.9834902	1.1118969
0.7447453	0.4181017	0.0790432	0.8332357	0.4933755	0.6037080	0.7370715	0.0924923	0.9736880	0.8105079	0.3381575	0.1866038	0.9730273	0.8173198
0.8767457	0.3783076	0.1126195	0.8935851	0.3622716	0.6000049	0.5685682	0.1189097	0.9406187	0.7934765	0.2739243	0.2606660	1.0365120	0.9028888
0.8328374	0.4190100	0.1762343	0.9353045	0.2532548	0.5056913	0.5022465	0.0611956	0.9195839	0.8640653	0.2868330	0.3500398	1.1113512	0.8391409
0.4797640	0.4109398	0.4260289	0.7904816	0.5548649	0.6083438	0.6018824	0.2890824	0.6920501	0.4997633	0.2986717	0.0534163	1.0414537	0.8461391
0.7217081	0.7659609	0.6164763	0.9492544	0.4483064	0.5902724	0.6827849	0.2954724	0.8327927	0.4607477	0.2993953	0.0826111	0.7290168	0.7778155
0.5892939	1.0291113	0.7431404	0.8874520	0.6483997	0.6179632	0.6146859	0.2827915	0.7493094	0.5124160	0.2386821	0.0259734	0.7974509	0.5294626
0.7611071	0.8323764	0.7874726	0.8066396	0.7319398	0.4512024	0.6112561	0.3831648	0.6763271	0.4373785	0.5385974	0.0255152	0.8476684	0.4980998
0.5729783	0.7192991	0.6266930	0.8304776	0.5828515	0.5807867	0.6591221	0.2149568	0.8917991	0.4497050	0.3729575	0.0771130	0.8416422	0.6259113
0.6801404	0.7131967	0.5391183	0.8297933	0.8398513	0.7873692	0.7055642	0.2313426	0.9105069	0.7578964	0.4087980	0.0398229	0.7372627	0.7023118
0.7266083	0.7519127	0.7331041	0.8171822	0.7670672	0.7179430	0.6158072	0.3514260	0.5819705	0.9570078	0.3406550	0.0260633	0.5474499	0.6773760
0.7317364	0.9435772	0.5200376	1.0799153	0.6123097	0.4409537	0.7471686	0.2135605	0.6124633	0.3850207	0.3221038	0.0621113	0.6696179	0.8380498
0.7780829	0.9638979	0.6472780	0.8423186	0.5267504	0.7719858	0.7312190	0.2242138	0.6948061	0.4794075	0.3542390	0.0524148	0.7427164	0.8066156
0.7521907	0.8874055	0.5422391	0.7922855	0.5692673	0.5318265	0.6525763	0.3355446	0.6557399	0.6489256	0.4459603	0.0769687	0.7155386	0.4777054
0.5660177	0.4511797	0.4483762	0.8441596	0.5719877	0.4569146	0.3700682	0.2772509	0.8773821	0.5012405	0.3568432	0.0657976	0.9441542	0.8245391
0.6319367	0.4935840	0.3773263	0.8621602	0.6496689	0.6843373	0.5254053	0.3389613	0.7698739	0.6844649	0.3157159	0.1032393	0.4800443	0.6734614
0.7193364	0.5581830	0.2717037	0.8910742	0.7790947	0.6110341	0.5497421	0.2629299	0.8998341	1.0286289	0.4936435	0.0888775	0.3613684	0.4129381
0.7006394	0.3650664	0.2849722	0.8541176	0.7054229	0.4604515	0.3620386	0.2881806	0.7335970	0.5133131	0.2604691	0.0696402	0.4687757	0.6489468
0.7464731	0.4886923	0.2062054	0.7628422	0.9037864	0.3428856	0.5569134	0.4514085	0.9618053	0.6727585	0.5000821	0.0331618	0.3386262	0.4941656
0.7224431	0.3916234	0.2531986	0.8499389	0.6487298	0.5356401	0.3082047	0.2564947	0.9295329	0.5573645	0.3686489	0.0331035	0.4228731	0.6349615
0.8099571	0.2792233	0.3292972	0.7874028	0.7055896	0.4029712	0.5098330	0.4002757	0.8483674	0.7454291	0.3450067	0.0437513	0.4090877	0.4300601
0.7766666	0.6351565	0.2588731	0.7608242	0.7686350	0.6890593	0.3958901	0.2865490	0.7662740	0.5906991	0.3177651	0.0803332	0.4199387	0.7389816
0.8537675	0.6003284	0.2344475	0.8282633	0.9000458	0.5366690	0.4453859	0.4109983	0.7010017	0.8263647	0.3448492	0.0155907	0.4072631	0.3851762
0.6385471	0.3542994	0.2453815	0.9270887	0.5141566	0.6507778	0.1950732	0.3035293	0.8768414	0.7208515	0.2522713	0.0479509	0.5458588	0.6532544
0.8644924	0.1832199	0.2217137	0.9721199	0.9366941	0.6197820	0.2925383	0.4248455	0.7520592	0.8651593	0.3975183	0.0306066	0.3281334	0.3615082
0.4934362	0.3793672	0.5221511	0.7535515	0.2741636	0.5369266	0.2465803	0.4306615	0.6464516	0.3939290	0.2954771	0.0385267	1.1019702	0.9301167
0.3787993	0.4745872	0.4901047	1.0966614	0.3239881	0.6900613	0.2610598	0.4897673	0.8021810	0.3963095	0.2177237	0.0266150	0.8991210	0.8016046
0.4987029	0.4625599	0.5987236	1.0403491	0.4290219	0.6363017	0.4182398	0.4562147	0.7202705	0.3393073	0.3695707	0.0414600	0.9928729	0.9361963
0.7244685	0.3749306	0.5984187	1.0855357	0.2229205	0.7589749	0.3750265	0.4143825	0.7646900	0.4517782	0.3006021	0.0488651	0.8745263	0.8737766
0.5530466	0.3907198	0.5961593	0.7579794	0.2362509	0.6809880	0.0810475	0.4690938	0.9628051	0.5301915	0.3103629	0.0573878	1.0164674	0.9890602
